"","x"
"34","Diese vier Produkte haben uns 2014 besonders begeistert :-)

► Und was waren eure Lieblinge? ◄

Viktor&Rolf BONBON http://bit.ly/vr-bonbon
Valentino Uomo http://bit.ly/uomo-parfum
Lancôme Grandiôse http://bit.ly/lancome-grandiose
Lee Stafford Hair Growth http://bit.ly/lee-stafford-shampoo"
"35","#Eisblau ist in diesem Winter unsere Lieblingsfarbe!
Seht euch nur diesen fantastischen #Nagellack von Uslu Airlines an:
http://bit.ly/uslu-lack-dresden"
"36",NA
"37","<3 Begehrenswert und sinnlich <3 Mit Lancôme Trésor Midnight Rose träumen wir uns in das nächtliche Paris. http://bit.ly/midnight-rose 

► Wer von euch war schon mal in der Stadt der Liebe?

(Foto: Mike Diver / Behance)"
"38",NA
"39","Ihr wollt eure #Augenbrauen richtig in Form bringen?
Wir zeigen euch, wie einfach das ist ;-)

http://magazin.flaconi.de/perfekte-augenbrauen-in-drei-schritten-so-bringen-sie-ihre-brauen-in-form/"
"40",NA
"41","Auch 2015 erwarten euch wieder fantastische neue Düfte!
Im März kommt z.B das Eau de Toilette von Giorgio #Armani Sì :-)

► Freut ihr euch drauf?"
"42",NA
"43","☼ Überspringt den Winter mit dem neuen #Escada Sommer-Duft Turquoise Summer ☼

http://bit.ly/escada-sommerduft-2015

► Bei uns bekommt ihr den limitierten Duft schon einen Monat vor dem offiziellen Verkaufsstart!"
"44","������ Heute Abend machen wir uns richtig schick ������

Wie sieht euer #Silvester Make-up aus? :-)"
"45",NA
"46",NA
"47","★ Wir verhelfen euch zum perfekten Glamour-Look an #Silvester ★

Mit dem #Gutschein MSA11PSLV14 erhaltet ihr 11% Rabatt auf Make-up Highlights für die Nacht des Jahres.*

http://bit.ly/silver-make-up-2014

* pro Person einmalig einlösbar ab einem Einkaufswert von 35 €, ausgenommen bereits reduzierte Ware, nicht kombinierbar mit anderen Gutscheinen."
"48","<3 Wundervolle Weihnachten euch allen <3"
"49",NA
"50","Schicker Festtags-Look: http://bit.ly/floras-xmas-favoriten

Flora vom Blog ""Rothaariges"" stellt im Flaconi Magazin ihre Kosmetik-Favoriten für #XMas vor."
"51",NA
"52","Wir wünschen euch einen wunderschönen 4. Advent und können Heiligabend gar nicht mehr abwarten!

Seid ihr auch schon ganz ungeduldig? :-)"
"53","Ihr sucht dringend noch ein Weihnachtsgeschenk? :-O

Unser Last-Minute Tipp sind die Düfte von #PacoRabanne. Diese funkelnden Schätze kommen einfach immer gut an!

✩ One Million für Ihn http://bit.ly/one-million-bestellen
✩ Lady Million für Sie http://bit.ly/lady-million-bestellen
✩ Eau My Gold für Sie http://bit.ly/eau-my-gold-bestellen"
"54","Jetzt geht's los: sixx einschalten und die vierte Folge vom Flaconi #LifestyleClub schauen :-)

Zur aktuellen Folge erhaltet ihr auch wieder einen 12% Rabattgutschein auf ausgewählte Produkte der Sendung:
http://bit.ly/lifestyle-club-folge-4"
"55","Am Samstag um 11:55 Uhr müsst ihr unbedingt wieder sixx einschalten ;-)

Dann nimmt Mira alias funnypilgrim wieder Beauty- und Fashion Trends im Flaconi #LifestyleClub unter die Lupe und stellt Ihre derzeitigen Favoriten zur Gesichtspflege vor.

http://bit.ly/lifestyle-club-folge4"
"56",NA
"57","Stresst euch nicht mit #Weihnachten, nehmt lieber ein entspanntes Bad ;-)

☛ Treets Rose & Pink Badesalz http://bit.ly/treets-rose-pink
☛ Dresdner Essenz Sprudelbad http://bit.ly/dresdner-sprudelbad
☛ Bomb Cosmetics Badeherz http://bit.ly/bomb-badeherz
☛ Estée Lauder Bodylotion http://bit.ly/estee-bodylotion"
"58",NA
"59","Seid ihr schon bei unserem #LifestyleClub Gewinnspiel dabei?
Bis zum 24.12. habt ihr noch die Chance auf einen von 25 100-Euro-Gutscheinen.

Teilnahme unter http://bit.ly/gewinnspiel-lifestyle-club"
"60","Das ideale #Xmas Geschenk für moderne Großstadt-Girls: Calvin Klein Downtown mit Noten von Bergamotte, Weihrauch und Gardenie <3

http://bit.ly/ck-downtown-bestellen"
"61",NA
"62","Wir wünschen euch aus ganzem Herzen einen tollen 3. Advent <3"
"63","Es ist wieder so weit: Jetzt Sixx einschalten und die dritte Folge vom Flaconi #LifestyleClub schauen ;-)

Außerdem könnt ihr noch bei unserem Lifestyle Club #Gewinnspiel mitmachen unter http://bit.ly/lifestyle-club-folge-3"
"64","Denkt dran: Morgen mittag wieder Flaconi #LifestyleClub auf Sixx einschalten ;-)

Mira von funnypilgrim schminkt ein glamouröses Festtags-Make-up und stellt wieder ihre Top 3 Produkte der Woche vor.

http://bit.ly/lifestyle-club-folge3"
"65","Unsere Ergebnisse des Produkttests für Euch zum Durchklicken im Album!"
"66","Sucht ihr noch #Geschenke für eure Männer? 
Wir haben da ein paar Empfehlungen für euch ;-)

✩ Davidoff Cool Water http://bit.ly/cool-water-bestellen
✩ Hugo Man http://bit.ly/hugo-man-bestellen
✩ Weleda Men Gesichtscreme http://bit.ly/weleda-men-aktiv-bestellen
✩ Biotherm Gesichtsgel http://bit.ly/biotherm-homme-t-pur-bestellen"
"67","❀ Wie ein Kleid bestickt mit tausend Blüten: Miss Dior Blooming Bouquet ❀

http://www.flaconi.de/parfum/dior/miss-dior/dior-miss-dior-blooming-bouquet-eau-de-toilette.html"
"68","✵ Welcher der drei ist euer Duft-Favorit zu Weihnachten? ✵

1) Roberto Cavalli Woman --> http://bit.ly/cavalli-her
2) Calvin Klein Reveal --> http://bit.ly/reveal-ck
3) Love Chloé --> http://bit.ly/love-by-chloe"
"69",NA
"70","Lancôme La vie est belle ist unser allerliebster Winterduft. Der riecht soooo fantastisch nach Jasmin und Vanille <3

► Was ist euer Winter-Favorit?

http://bit.ly/la-vie-est-belle-bei-flaconi"
"71","<3 Wir verlosen drei #Escada Joyful 50 ml für eure #JoyfulMoments zu Weihnachten <3

► Verratet uns einfach, wie ihr die XMas-Zeit genießt :-)

Teilnahmebedingungen unter http://bit.ly/escada-joyful-teilnahme"
"72",NA
"73","Wir wünschen euch einen wunderschönen 2. Advent <3"
"74","Jetzt geht's los mit der zweiten Folge vom Flaconi #LifestyleClub. Schaltet am besten direkt sixx ein :-)

Wie beim letzten Mal geben wir euch 12% Rabatt auf ausgewählte Flaconi Produkte der Sendung - zu finden unter http://bit.ly/lifestyle-club-folge-2"
"75","♕ Purer Luxus ♕

Die neuen Collector's Editions von Dolce&Gabbana The One und The One for Men sind echte Sammler-Stücke. Schaut euch nur die funkelnden Goldmünzen auf den Flakons an :-O

http://bit.ly/dg-the-one-collector-women
http://bit.ly/dg-the-one-collector-men"
"76","Am Samstag um 11:55 Uhr ist es wieder soweit: Wir zeigen euch die zweite Folge vom Flaconi #LifestyleClub. Also unbedingt sixx einschalten ;-)

Die Folge könnt ihr dann auch online sehen unter http://bit.ly/lifestyle-club-folge2"
"77","Mädels, wir haben fantastische Vorschläge für eure Wunschliste!
Und Männer, ihr schaut mal lieber genau hin, wenn ihr noch ein Geschenk für eure Liebste sucht ;-)

✩ Yves Saint Laurent Opium http://bit.ly/opium-edp
✩ Lacoste pour Femme http://bit.ly/lacoste-femme-edp
✩ Estée Lauder Nagellack http://bit.ly/estee-lauder-nagellack
✩ Lancôme Grandîose Mascara http://bit.ly/grandiose-mascara-lancome
✩ Yves Saint Laurent Lippenstift http://bit.ly/ysl-pur-couture"
"78","Hier sind die Ergebnisse zu unserem Helena Rubinstein Produkttest zum Durchklicken! 
► Was unsere 50 Tester zur neuesten Mascara-Kreation von Helena Rubinstein sagen, könnt ihr auch in unserem Magazin lesen:http://bit.ly/lash-queen-mystic-blacks-testergebnisse"
"79","✩ Ihr wollt an Weihnachten besonders elegant auftreten? ✩
Dann sind das eure Düfte:

♂ Jean Paul Gaultier ""Le Male"" http://bit.ly/le-male-jpg
♀ ELIE SAAB ""Le Parfum"" http://bit.ly/elie-saab-parfum
♂ Issey Miyake ""L'Eau d'Issey pour Homme"" http://bit.ly/l-eau-d-issey-pour-homme
♀ Narciso Rodriguez ""for her"" http://bit.ly/narciso-for-her-edt"
"80",NA
"81","Wir feiern unseren Flaconi #LifestyleClub mit einem Gewinnspiel!
Unter allen Teilnehmern verlosen wir 25x 100-Euro-Gutscheine :-)

► Mitmachen unter http://bit.ly/lifestyle-club-gewinnspiel"
"82","Lancôme La vie est belle oder Giorgio Armani Sì - über welchen Duft würdet ihr euch zu Weihnachten mehr freuen? :-)

►La vie est belle http://bit.ly/la-vie-est-belle-flaconi
►Armani Sì http://bit.ly/armani-si-flaconi"
"83",NA
"84",NA
"85","Düfte sind stets auf einen ganz bestimmten Träger zugeschnitten.
So auch diese vier :-)

► Für die Selbstbewusste: http://bit.ly/boss-ma-vie-flaconi
► Für die Optimistin: http://bit.ly/escada-joyful-flaconi
► Für den Gentleman: http://bit.ly/boss-bottled-flaconi
► Für den Kreativen: http://bit.ly/lacoste-live-flaconi"
"86","✩ Wir beschenken euch noch vor Weihnachten ✩

Wünscht euch ein Produkt aus unserem Sortiment und kommentiert es unter dem Posting. Unter allen Kommentaren erfüllen wir drei Wünsche

Teilnahmebedingungen: http://bit.ly/teilnahme-wuenscht-euch-was"
"87","✩ Wir wünschen euch einen schönen 1. Advent ✩

Bild gefunden auf http://www.pinterest.com/pin/37014028160811667/"
"88","Ice, Ice Baby: Das würzig-frische #Armani Code Ice ist derzeit unser liebster Herrenduft!

http://bit.ly/code-ice-bestellen"
"89","Schaltet jetzt den Fernseher ein und schaut euch den Flaconi #LifestyleClub auf Sixx an.

Sichert euch außerdem 12% Rabatt auf ausgewählte Flaconi Produkte der Sendung - zu finden unter http://www.flaconi.de/lifestyle-club"
"90","►► Diesen Samstag um 11:45 Uhr unbedingt SIXX einschalten ◄◄
Dann präsentieren wir euch die erste Folge vom Flaconi #LifestyleClub mit Moderatorin Mira alias funnypilgrim :-)

http://www.flaconi.de/lifestyle-club"
"91","Auch Biotherm hat dieses Jahr einen tollen Adventskalender kreiert."
"92","Einer der besten neuen Düfte 2014: Yves Saint Laurent Black Opium <3
► http://bit.ly/ysl-opium-black

Zur 50 ml und 90 ml Version bekommt ihr aktuell eine elegante #YSL Pouch geschenkt."
"93",NA
"94","►► Letzte Chance auf unseren #Adventskalender ◄◄
http://bit.ly/adventskalender-flaconi

Aufgrund der hohen Nachfrage haben wir extra noch eine begrenzte Anzahl nachproduzieren lassen :-)"
"95","Heute wartet wieder ein neues #Gewinnspiel auf euch :-)

Dieses Mal verlosen wir fantastische Produkte von #GiorgioArmani

► Einfach bewerben unter http://bit.ly/armani-produkte-gewinnen"
"96",NA
"97","<3 Das herrlich zarte Roses de Chloé ist unser Duft des Tages <3
http://bit.ly/roses-de-chloe-bestellen

Perfekt für alle, die auch im Winter leichte Düfte bevorzugen :-)"
"98",NA
"99","<3 Der Flaconi #LifestyleClub läuft ab dem 29.11. um 12 Uhr auf sixx <3

Mira von funnypilgrim informiert euch dann jeden Samstag über aktuelle Beauty-Trends, zeigt euch Tutorials und mehr. Seid gespannt :-)

Alle Folgen könnt ihr anschließend auch online sehen unter http://www.flaconi.de/lifestyle-club"
"100",NA
"101",NA
"102","❆ Wenn es kalt draußen ist, wird es Zeit für intensive warme Düfte ❆
So wie Paco Rabanne One Million Intense für die Männer!
http://bit.ly/one-million-intense-bei-flaconi

Wie gefällt euch One Million? :-)"
"103","Als Dankeschön für eure Treue legen wir ab heute ein leckeres Extra in jedes eurer Pakete. Viel Spaß beim Shoppen :-)

http://bit.ly/werthers-gratiszugabe"
"104",NA
"105","❆ Unser Adventskalender ist nochmal da ❆
http://bit.ly/adventskalender-limitiert

Die letzten Exemplare sind jetzt verfügbar! Wenn ihr noch einen haben wollt, solltet ihr euch beeilen :-)"
"106","<3 Gewinnspiel <3
 
Wir verlosen wundervolle Düfte und mehr von Lancôme :-)

► Hier geht's zur Bewerbung: http://bit.ly/lancome-gewinnspiel"
"107",NA
"108",NA
"109","Goldene Zeiten mit den Düften von Gucci und Dolce&Gabbana. Für alle, die es an Weihnachten besonders luxuriös mögen

► Gucci Première EdP: http://bit.ly/gucci-premiere-bei-flaconi
► Gucci Première EdT: http://bit.ly/gucci-premiere-edt-bei-flaconi
► Dolce&Gabbana The One: http://bit.ly/dg-the-one-bei-flaconi"
"110",NA
"111",NA
"112",NA
"113","<3 Exklusives Goodie <3
Zu jedem #Balmain Duft bekommt ihr von uns eine schicke Balmain Reisetasche gratis dazu :-)  

http://bit.ly/balmain-bei-flaconi"
"114",NA
"115","Habt ihr Lust bei Flaconi in Berlin zu arbeiten? :-)

► Wir suchen Hilfskräfte für unsere Logistik in Voll- oder Teilzeit!

Wendet euch bei Interesse einfach an Lisa unter jobs@flaconi.de oder füllt die Online-Bewerbung auf unserer Jobseite aus :-)

http://bit.ly/logistik-hilfskraft-bei-flaconi
#job #jobs #flaconi #logistik"
"116","AUFGEPASST: Wir verlosen 10 von unseren streng limitierten Adventskalendern!

► Kommentiert einfach, warum ihr unbedingt einen haben wollt :-)

Teilnahmebedingungen unter http://bit.ly/adventskalender-gewinnen"
"117",NA
"118",NA
"119","Nur noch heute könnt ihr euch für unseren #Produkttest zu Prada Candy Florale bewerben: http://bit.ly/teste-candy-florale

Wir suchen 100 neugierige Nasen für den Duft :-)"
"120",NA
"121",NA
"122",NA
"123","Drei verschiedene Prada Candy Düfte für drei Typen von Frauen. 

Wenn ihr herausfinden wollt, welcher der Düfte am besten zu euch passt, klickt euch einfach durch das Album!

http://bit.ly/alle-prada-candy-duefte-bei-flaconi"
"124",NA
"125","#Gewinnspiel: Wir verlosen drei schicke Mini-Kühlschränke* von Davidoff Cool Water! 8-) Und so macht ihr mit:

1. Schreibt, zeichnet oder malt auf einen Zettel, was ihr mit Cool Water verbindet.
2. Heftet den Zettel an euren Kühlschrank.
3. Fotografiert ihn und postet das Bild auf unsere Facebook-Pinnwand.

Die drei kreativsten Ideen werden von uns prämiert :-)

Teilnahmebedingungen unter: http://bit.ly/teilnahme-cool-water
* ohne Inhalt"
"126","<3 Unser #Adventskalender ist jetzt wieder bestellbar <3

http://bit.ly/flaconi-adventskalender-bestellen

Wie gefällt er euch? :-)"
"127","Wer ist neugierig auf das neue #Prada Candy Florale? <3

► Wir suchen gleich 100 Tester für den Duft :-)

Bewerbt euch einfach unter http://bit.ly/candy-florale-produkttest"
"128",NA
"129","Natürlich, charismatisch, sinnlich: Das neue Narciso Eau de Parfum verführt mit Gardenie, bulgarischer Rose und Vetiver.
http://bit.ly/narciso-bei-flaconi-bestellen

► Habt ihr den Duft schon geschnuppert? :-)"
"130",NA
"131","✿ Gewinnspiel ✿ 

Wir verlosen 30 exklusive Ketten von See by Chloé :-)

► Sagt uns einfach, was ihr mit Chloé Düften verbindet!

Teilnahmebedingungen unter http://bit.ly/teilnahme-chloe"
"132","Für die kalte Jahreszeit: Unsere Tipps gegen spröde Lippen :-*

http://bit.ly/pflege-für-trockene-lippen"
"133",NA
"134","<3 Jetzt bei uns im Shop <3 Der neue, romantische Duft von #DKNY. Mit leckerer Himbeere, Rosa Pfeffer und Jasmin!

Habt ihr den Duft schon geschnuppert? :-)
http://bit.ly/dkny-myny-bei-flaconi"
"135",NA
"136","Endlich ist unser neuer TV-Spot on air :-)
Wie gefällt er euch?

#flaconi #werbung"
"137",NA
"138","Neu bei uns: Die fruchtig-pflegende #Naturkosmetik von Greenland :-)

http://bit.ly/greenland-bei-flaconi

► Wir geben euch direkt 15% Rabatt auf ausgewählte Produkte!"
"139","Gewinnspiel für unsere Pflege-Fans: Wir verlosen 30 #Biotherm Produkte!

► Einfach hier anmelden: http://bit.ly/biotherm-gewinnspiel

Wir drücken euch die Daumen :-)"
"140",NA
"141","Wir suchen 50 Produkttester für die revitalisierenden Augenpads von Annemarie Börlind.

► Bewerbt euch unter http://bit.ly/börlind-augenpads-testen

#produkttest #naturkosmetik"
"142",NA
"143","Was glaubt ihr, was das ist? ;-)"
"144","Wisst ihr schon als was ihr zu Halloween geht?

  Falls ihr noch Inspirationen braucht, schaut doch mal in unser Halloween-Album auf Pinterest!

http://bit.ly/pinterest-halloween-album"
"145","#BOSS Bottled haben wir jetzt auch als limitierte Collector's Edition in elegantem Matt-Schwarz: http://bit.ly/boss-bottled-collectors-edition

► Wie gefällt euch der neue Flakon? :-)"
"146","Extrem gewagter Spot zum neuen dsquarded² Wild Duft!

► Supersexy oder too much?

http://youtu.be/8qdvTjILFZU"
"147",NA
"148",NA
"149","Some like it Knot! Der neue Duft von Bottega Veneta verführt mit einem frischen Akkord aus Zitrusfrüchten, weißer Rose und Lavendel.
http://bit.ly/bottega-veneta-knot

► Den perfekten Herbst-Begleiter bekommt ihr jetzt inkl. Duft-Mini von Essence Aromatique!"
"150","Und wieder haben wir eine großartige Verlosung für euch :-)
Dieses mal gibt es luxuriöse Produkte von Yves Saint Laurent zu gewinnen!

► Hier teilnehmen: http://bit.ly/ysl-gewinnspiel"
"151","Das sagen unsere Tester zum neuen Declaré Power Duo. Jetzt durch die Ergebnisse klicken und mehr erfahren! Den ausführlichen Bericht findet ihr hier: http://bit.ly/declare-power-duo-im-test"
"152",NA
"153","Wir verlosen 6 limitierte BOSS Bottled Reload Düfte zum Start der neuen #ManOfToday Kampagne mit Gerard Butler!

► Verratet uns einfach, wer euer Man Of Today ist und verlinkt die Person als Kommentar unter dem Bild :-)

Teilnahmebedingungen unter: http://bit.ly/teilnahme-man-of-today"
"154",NA
"155","★ Unser #Quicktipp der Woche ★

Stellt euren Nagellack auf den Kopf, damit weniger Luft reinkommt. So bleibt euer Lack länger flüssig!

► Wie verhindert ihr, dass euer #Nagellack austrocknet?"
"156","Heute ist #OhneBartTag!
Wir wollen von euch wissen, wie euch Brad Pitt besser gefällt.

► MIT oder OHNE Bart? ;)"
"157","Habt ihr Lust auf eine neue Frisur? :)

In unserem Pinterest-Album findet ihr tolle Ideen für ein neues Styling und die schönsten Haartrends!

http://www.pinterest.com/flaconi/haartrends-frisuren/"
"158",NA
"159","★ Parfum-Rätsel ★
Zu welchem Star gehört wohl dieser honigsüße Duft ?

Kleiner Tipp: Berühmt geworden ist sie durch eine Family-Reality-Soap :)"
"160","Gisele Bündchen als Surfergirl im neuen Film zum ikonischen Duft CHANEL N°5. Anschauen lohnt sich!
#CHANEL #theonethatiwant"
"161","Aufregend und verführerisch - so riechen die neuen #JustCavalli Gold Düfte für Sie und Ihn!

http://bit.ly/Roberto-Cavalli-Just-Gold-for-him
http://bit.ly/roberto-cavalli-just-gold-for-her

► Zu ausgewählten Cavalli Damendüften bekommt ihr momentan eine schicke Pouch von uns dazu.

Nur solange der Vorrat reicht!"
"162",NA
"163","Am #ManiMonday wollen wir von euch wissen, welcher Nagellack-Trend euer Favorit für den Herbst ist!

► Grau, Beere, Metallic oder Khaki?"
"164","Unsere Freunde von Westwing Home & Living feiern ihren fantastischen neuen TV-Spot mit einem großen Sale :-)

♥ Schaut euch den Spot unbedingt mal an und lasst euch inspirieren ♥
http://www.westwing.de/c-deine-inspiration/?lr=fetch

#DeineInspiration"
"165",NA
"166",NA
"167","✣ Unser #Quicktipp der Woche ✣
Kühlt euer Gesicht mit einem Eiswürfel, um eure Poren vor dem Schminken zu verkleinern!"
"168","★ Duft-Rätsel ★

Erratet ihr, welches Parfum sich hinter dieser fruchtig-süßen Mischung aus Orange, Pfirsich, Johannisbeere und Karamell verbirgt?"
"169","☼ Seid ihr schon bei unserem #Gewinnspiel dabei? ☼

► Wir verlosen eine Sonnenbrille, Uhren und Düfte von #GiorgioArmani 8-)

Noch bis Sonntag könnt ihr mitmachen unter http://bit.ly/armani-gewinnspiel"
"170",NA
"171","★ Neu bei Flaconi ★
Ein Duft, der sich anfühlt wie eine zweite Haut.
Jil Sander Simply ist die perfekte Kombination aus schlichter Eleganz und zeitloser Weiblichkeit!

http://bit.ly/jil-sander-simply"
"172","Letzte Woche haben wir euch bereits die Skincare Week von Bloggerin Fräulein Feigenbaum auf unserem Magazin vorgestellt. In ihrem neusten Video zeigt Judith euch ihre Pflegeroutine am Abend:
► http://bit.ly/fräulein-feigenbaum-pflege"
"173",NA
"174","✩ Habt ihr die GLAMOUR Shopping-Week schon genutzt? ✩

☛ Wir geben euch 15% #Rabatt auf eure Bestellung. Nur noch bis Samstag!

Alle Infos zur Aktion findet ihr hier: http://bit.ly/shopping-week-2014

#GlamourShoppingWeek #ShoppingWeek"
"175","Der neue Dschungelkönig: #Diesel Only The Brave Wild ist ein Duft für naturverbundene Männer ;-)
http://bit.ly/only-the-brave-wild-bestellen

► Wie viel bedeutet euch die Natur?"
"176",NA
"177","Glitzer, Glamour und ein Hauch von Verführung!
Yves Saint Laurent Black Opium ist der perfekte Duft für die moderne Frau von heute.

► Wie gefällt euch die Neuinterpretation des Flakons?
http://bit.ly/black-opium"
"178","Was wäre der Herbst ohne Beerentöne? Lest im Flaconi Magazin nach, wie ihr die Nuancen am schönsten kombinieren könnt!

►http://bit.ly/beerentöne-im-herbst"
"179",NA
"180",NA
"181","✣ Unser #Quicktipp der Woche ✣

Haltet eure Nägel drei Minuten nach dem Lackieren unter kaltes Wasser, damit der Nagellack schneller aushärtet!"
"182",">>> 15% RABATT auf euren Einkauf vom 04.10.-11.10.2014 <<<

Ihr braucht nur unseren Gutscheincode zur neuen GLAMOUR Shopping-Week!

► Alle Infos findet ihr hier: http://bit.ly/gsw-herbst-2014

#GlamourShoppingWeek #Glamour #ShoppingWeek #Shopping"
"183","Mit Tuberose und Jasmin in der Herznote wird Valentino Valentina Assoluto zu einem Blumenbouquet, das besser riecht als jeder Blumenstrauß!

► Wann habt ihr das letzte Mal Blumen geschenkt bekommen? 

http://bit.ly/valentino-valentina-assoluto-edp"
"184",NA
"185","Unser Kollege Malte liebt die orientalischen Noten, die Joop! Homme so männlich und verführerisch machen!

☞ Kennt ihr auch jemanden, der Joop! Homme trägt? 

http://bit.ly/joop-homme-edt"
"186","La Vie est Belle – für ein schönes Leben brauchen wir nicht nur den richtigen Duft, sondern auch tolle Menschen um uns herum. 

► Verlinkt die Person, die euer Leben schön macht!

http://bit.ly/lacôme-la-vie-est-belle"
"187","Im Flaconi Magazin zeigt euch Bloggerin Tensia. ihre #Wiesn Must-Haves.

► http://bit.ly/wiesn-lieblinge-von-tensia

Mit dabei ist ein Duft, der an gebrannte Mandeln und Lebkuchenherzl erinnert ;-)

#oktoberfest #münchen"
"188",NA
"189","In ihrem neuem Spot zeigt Lady Gaga, wie sexy und verführerisch sie sich mit ihrem neuen Parfum Eau de Gaga fühlt.
► Der Unisex Duft macht Frauen und Männer einfach unwiderstehlich! ◄

#LadyGaga #EaudeGaga"
"190","Unser #DuellDienstag geht in die nächste Runde!
Welcher Duft ist euer Favorit für den Herbst?
►Der Klassiker Giorgio Armani Code Femme oder das neue Burberry My Burberry?

http://bit.ly/giorgio-armani-code-femme-edp
http://bit.ly/burberry-my-burberry"
"191","STIMMT oder STIMMT NICHT?

► ""Ich kaufe lieber Parfum als Lippenstift?"""
"192",NA
"193","✩ Calvin Klein Gewinnspiel ✩

Wir verlängern die Teilnahmefrist! Noch bis zum 19.10 habt ihr die Gelegenheit mitzumachen und unter anderem ein romantisches Wochenende für zwei in Berlin zu gewinnen.

Teilnahme unter: http://www.flaconi.de/calvin-klein-reveal-gewinnspiel"
