"","x"
"27","Na, schon für unseren Produkttest mit MARBERT Lift4AgeProtection beworben? Heute ist die letzte Chance! Hier geht's zum Bewerbungsformular: http://goo.gl/4NeUSI
Wir drücken die Daumen :)"
"28","Die Boss Bottled Düfte zählen zu den beliebtesten Herrendüften in Deutschland <3 Bei uns gibt es jetzt den Duft Bottled.Reload. zum Aktionspreis um -37% reduziert für nur 39,95€
Zum Angebot: http://goo.gl/pKlHnK
Was verbindest Du mit dem Duft? Bist Du ein Fan?"
"29",NA
"30",NA
"31","Marsala ist die offizielle Pantone Farbe für 2015 <3 In wie weit lasst Ihr Euch davon beeinflussen oder inspirieren? 
Mehr auf unserer Pinnwand: http://goo.gl/hJxtFs"
"32","Bist Du auch ein Fan der Escada Sommer Düfte? Der neue ESCADA Turquoise Summer läutet als verspielt-fruchtiges Sorbet roter Früchte den Beginn der Sommersaison ein <3
Im Shop: http://goo.gl/A4tqBY

Bild: http://goo.gl/W6e5ib"
"33","Wir wünschen Euch ein tolles Wochenende <3
Bild: http://goo.gl/yx4HZ1"
"34","Passend zum Wetter haben wir heute dieses schöne Bild für Euch ;) Wusstet Ihr, dass die Melone ein guter Betacarotin Lieferant ist? Sie bietet so einen leichten, natürlichen Sonnenschutz und sorgt für geschmeidige Haut und Haare. Mehr Tipps zum Thema ""Schönheit von Innen"" gibt es auf unserem Blog: http://goo.gl/fXGt0G

Bild: http://goo.gl/i01CgK"
"35","Die Pantone Farbe des Jahres 2015 heißt...? Diesen und weitere Looks findet Ihr auf unserem Pinterestboard: http://goo.gl/6KaH2i"
"36",NA
"37","Auch in 2015 warten wieder spannende Produkttests auf Euch! Heute starten wir mit unserem Test im Januar und präsentieren Euch die neue Pflege für die Haut ab 40 von Marbert ""Lift4AgeProtection"". Hier dürft Ihr Euch bewerben: https://s.fanactivator.com/LJEWQL
#produkttest #marbert"
"38",NA
"39",NA
"40","Wie groß ist Eure Parfumsammlung, jetzt wo Weihnachten vorbei ist? Ist sie gewachsen? Wer von Euch kann mit diesem Foto mit halten? ;)
Bild: http://goo.gl/Y2zygj"
"41","Na, wer von Euch möchte das erste Wochenende im neuen Jahr produktiv starten? Dann schaut Euch doch mal das neue Tutorial von unserer lieben Dominica an, in dem sie Winterseifen selbst macht: http://goo.gl/3Oxpho"
"42","Ja, es ist schon wieder Freitag <3 Wir wünschen Euch ein schönes erstes Wochenende im neuen Jahr :)
Bild: http://goo.gl/sbAFqf"
"43",NA
"44","Wir wünschen Euch ein frohes neues Jahr 2015! Wie sieht es mit Euren Vorsätzen aus? Unsere sind schon wieder ""relativ"" ;)
Bild: http://goo.gl/N4hUw4"
"45","Wir wünschen Euch einen tollen Abend! Lasst es krachen <3
Bild: http://goo.gl/n3KG8F"
"46",NA
"47","Dieser Look ist durch den Nude-Ton klassisch, aber durch das Glitzer und den Split des Nagels dennoch spektakulär. Perfekt für Silvester <3 Wäre das was für Dich?
Bild: http://goo.gl/JKjm4X"
"48",NA
"49","Wir schenken Euch 20% Rabatt im Pieper-Onlineshop: http://goo.gl/8jx1tB

„Zwischen den Jahren
sollt Ihr Ruhe bewahren,
und wunderbare
Düfte erfahren.

Sollten noch welche in
der Sammlung fehlen,
könnt Ihr sie in unserem
Online Shop wählen.

Mit 20 Prozent Rabatt
gibt‘s bei uns Düfte satt!

Das dürft Ihr auch
gerne weitergeben:
Bei Pieper kann
man Düfte erleben“
  
PS: Leider ist es im Moment noch nicht möglich, per Gutscheinkarte zu bezahlen."
"50","Wenn das Kleid schon glitzert, muss es nicht unbedingt im Make-up wiederholt werden. Auch ein Look mit gedeckteren Farben passt super zu einem silbernen Kleid. Steht Euer Outfit schon?
Bild: http://goo.gl/h4FcEr"
"51","Wo steigt Eure Silvester Party? Für alle Zu-Hause-Feierer hier eine tolle Idee für eine Foto-Box <3
Bild: http://goo.gl/pKTQUb"
"52","Besonders zu Weihnachten sollte man sich einen Moment nehmen, um dankbar zu sein. Ich bin dankbar für die Zeit mit meiner Familie. Und Du? 
Dein Piepearl Emma <3
#waswirklichzählt"
"53","Für den ersten Weihnachtstag ein festlicher, etwas dezenterer Look! Wir wünschen Euch einen schönen Tag mit Euren Liebsten <3
Bild: http://goo.gl/T6pjCE"
"54","Wir wünschen unseren Fans ein wunderschönes und besinnliches Weihnachtsfest <3"
"55",NA
"56",NA
"57","Ich kümmere mich dieses Jahr um den Nachtisch und habe diesen süßen Fruchtbaum gefunden. Er sieht super aus, ist schnell gemacht und schmeckt mit einem Schokobrunnen bestimmt super <3 Was meint Ihr? :)
Bild: http://goo.gl/21pwMh"
"58","Wir haben auf Pinterest eine schöne Anleitung für Euch gefunden <3 Vielleicht ein süßes Bäumchen? 
Bild: http://goo.gl/xwi68A"
"59",NA
"60","Wenn es schon nicht schneit, dann vielleicht ein kleiner Duftregen für Euch? ;) Wir empfehlen Paco Rabanne Lady Million: http://goo.gl/JcZQLW Noch heute bestellen und wir liefern pünktlich zum Fest :)
Bild: http://goo.gl/sPJDHu"
"61","Melanie: ""Bald schon ist Heiligabend und alles erstrahlt in goldenem Licht. Passend dazu möchte ich euch heute einen Weihnachtslook vorstellen der sich farblich ganz an den klassischen Weihnachtsfarben Rot und Gold orientiert."" Den ganzen Look gibt es bei uns im Blog: http://goo.gl/51fmfd <3"
"62","Weihnachten ist Liebe… UND Glitzer ;) Hier eine tolle Maniküre für die Festtage. Lackiert Ihr Euch für Weihnachten einen besonderen Look? 
PS: Wir liefern noch pünktlich zum Fest! http://goo.gl/IRpjlN
Bild: http://goo.gl/8Soo9I"
"63",NA
"64","Habt Ihr Euch schon Gedanken über Euer Make-up für die Feiertage gemacht? Hier eine besonders schöne & festliche Variante. Was meint Ihr?
Bild: http://goo.gl/etxbS3"
"65",NA
"66","Wie süß ist das denn? <3 Magimania hat recht: Wir tragen künstliche Wimpern jetzt auch mit ganz neuem Stolz ;)"
"67",NA
"68","Aufregend, berauschend und revolutionär. <3 Noch bis zum 21.12. bestellen und wir liefern rechtzeitig zum Fest: http://goo.gl/QmQs8J

Bild: http://goo.gl/EvSJ4l"
"69","Ihr könnt noch bis zum 21.12. bei uns bestellen und wir liefern pünktlich zum Fest <3 Wie wäre es zum Beispiel mit einem Geschenkset von Jean Paul Gaultier zum >>absoluten Kracher-Preis<<
Damen Set: http://goo.gl/jMwq3Q für nur 39,95€ anstatt 65€!
Herren Set: http://goo.gl/rklJJD für nur 34,95€ anstatt 56€!
PS: Die 4 Goodies-Aktion läuft auch noch auf Hochtouren ;)
#lieferzusage #sonderangebot #kracherpreis #jeanpaulgaultier"
"70","Ich liebe kreative und selbst gestaltete Geschenkverpackungen <3 Findet Ihr auch, dass das Äußere genau so wichtig ist wie der Inhalt? Eure Mia :)

Bild: http://goo.gl/S7cQhH"
"71","Unser Adventskalender hält auch heute wieder einen tollen Gewinn für Euch bereit! Wer hat denn schon etwas abgestaubt? :) 
Hier könnt Ihr mit machen: http://goo.gl/DBsyn8
#adventskalender #parfuemeriepieper #gewinnspiel"
"72","Ich habe heute -ganz unverbindlich- ein Weihnachtskörbchen gepackt. Darin sind <3 meine zwei liebsten Düfte <3, die tatsächlich schon fast leer sind... Na sowas... ;)
#liebeschristkind"
"73","Lecker Weihnachtsfrühstück <3 Habt ihr auch schon eins genossen? Ich hatte mir vorher die Hände eingecremt und mir ist das Messer fast aus der Hand geflutscht... ayayay. Demnächst hole ich mir eine Creme, die ganz schnell einzieht, zum Beispiel eine von Biotherm :) Habt ein tolles Wochenende, Eure Mia
#weihnachtsfrühstück #parfuemeriepieper"
"74",NA
"75","Amelie: ""In der Adventszeit, wenn es draussen richtig trüb und drinnen umso gemütlicher hergeht, trage ich zu besonderen Anlässen gerne auch ein festliches Augenmake-up."" Wie gefällt Euch der Look? Mehr dazu gibt es auf unserem Blog: http://goo.gl/340Fsp"
"76",NA
"77","Wir sorgen gemeinsam mit Yves Saint Laurent für den nötigen Glamour an den Feiertagen <3 Bewirb Dich für eine von drei Pieper Party Sets und lade zwei Freundinnen zu einem Beautyabend in Dein Wohnzimmer ein. Wir freuen uns auf viele tolle Bewerbungen und drücken allen Teilnehmern die Daumen. Hier könnt Ihr vom PC aus mit machen: http://goo.gl/QSTetI"
"78","Geschenkezauber im Pieper-Onlineshop: 4 Gratisgeschenke* zu jeder Bestellung! Na, können wir Euch die Weihnachtszeit damit versüßen? Hier geht's zum Shop: http://goo.gl/9HvgG7
Eure Piepearls <3

*Die Auswahl der 4 Goodies erfolgt per Zufall und kann nicht beeinflusst werden. Nur im Onlineshop gültig und nur solange der Vorrat reicht. Gültig bis maximal zum 24.12.14. Es ist kein Aktionscode notwendig."
"79",NA
"80",NA
"81","Unsere liebe Dominika zeigt Euch in unserem Blog ihr Water Marble Nails Tutorial: ""Für Water Marble Nails muss man kein Künstler sein, dieses Nail Art ist für jeden Anfänger mit ein bisschen Übung machbar."" Wir finden es super! Hier gibt es die Anleitung zum nach machen: http://goo.gl/IBmmu3
#watermarble #nailart #tutorial #weihnachtslook"
"82",NA
"83","Wir sagen Euch an, den lieben Advent. Sehet die zweite Kerze brennt... <3"
"84","War Euer Stiefelchen auch so gut gefüllt? Wir wünschen Euch einen schönen Nikolaustag <3"
"85","Wir wünschen Euch ein wundervolles Wochenende -Be Wild ������"
"86","Live aus dem Büro: Wer von Euch musste früher zur Weihnachtszeit ebenfalls Blockflöte spielen? Wer errät den Song und wer traut sich eine musikalische Videoantwort zu posten? Eure Piepearls 
#pieperweihnachtskonzert #weihnachten #parfümeriepieper"
"87","Vielen Dank für Eure Unterstützung und dafür, dass Ihr einfach da seid! WOW - 50.000 Fans! Wir freuen uns wirklich sehr <3"
"88",NA
"89","Na, wer von Euch möchte an Weihnachten einen strahlend schönen Auftritt hinlegen? Den gibt es mit dem neuen Power Duo Oil + Serum von Declaré <3 Ihr möchtet mehr wissen? Dann gibt es hier alle Infos zum Produkt und auch das Bewerbungsformular zum Produkttest: http://goo.gl/ciHFbM (Link nur über den PC erreichbar)
Wir drücken die Daumen, Eure Piepearls"
"90",NA
"91",NA
"92","Habt Ihr heute Morgen schon Euer erstes Adventskalender-Türchen geöffnet? Auch wir haben dieses Jahr wieder einen Kalender für Euch mit wundervollen Preisen, die Ihr gewinnen könnt. Entdeckt den Geschenkezauber bei Pieper und freut Euch mit uns gemeinsam auf Weihnachten: https://s.fanactivator.com/5qJVEb

#weihnachten #adventskalender #geschenkezauber #parfümeriepieper #gewinne"
"93","Habt einen angenehmen Adventssonntag"
"94","DIY Idee: Vase im Parfum Look
Dafür brauchst Du eine Vase, einen Drucker, Klebestift und eine Schere. Bastel Dein eigenes Label am PC, drucke und schneide es aus und klebe es auf die Vase. Blumen und Wasser rein - Fertig :)

Eine tolle Dekorationsidee mit wenig Aufwand!

Bild: http://goo.gl/EJpwk4"
"95","Leidest Du unter Schlupflidern? #Wonderstripes könnten eine Lösung sein!


Wonderstripes bei Pieper http://goo.gl/T3V2Cq"
"96",NA
"97","BLACK OPIUM von Yves Saint Laurent ist noch provokanter, noch rockiger, noch lauter. Der glitzernde Flakon allein ist ein Traum, findet Ihr nicht?

Bild: http://goo.gl/J76fTB"
"98","Hier ist noch ein Beautyliebling aus unserer Instagram Aktion: 
Die Diorskin Forever Fluid Foundation: https://www.parfuemerie-pieper.de/diorskin-forever-fluid.html

Welche Foundations liebt Ihr?
Unser Instagram Account: http://instagram.com/parfuemerie_pieper"
"99",NA
"100","Ein zauberhafter Look für die kalten Tage <3 
Unsere Produktempfehlungen dazu:
Lidschatten: http://goo.gl/V5V02T
Eyeliner: http://goo.gl/RrFTy0
Lippen: http://goo.gl/plW0zp
Rouge: http://goo.gl/CcbRvz

Bild gefunden auf: http://goo.gl/rNxdBM"
"101",NA
"102",NA
"103",NA
"104","Herzhaftes Lachen und mal wieder Ausschlafen sind die zwei besten Heilmittel für alles...

Quelle: http://goo.gl/wwCRNK"
"105","Kennt ihr schon unsere Beautylieblinge Aktion auf Instagram?
http://instagram.com/parfuemerie_pieper 

Folgt uns dort und erfahrt mehr :)"
"106","Wir haben unsere 20% Aktion für Euch bis Sonntag verlängert! 
Ein schönes Wochenende wünschen Euch Eure Piepearls!

Code*: Wartungsmodus

*Gültig bis zum 23.11.2014. Gültig ab einem Mindestbestellwert von 25 €. Nicht mit anderen Rabatten kombinierbar. Ausgenommen sind Angebote, Gutscheine und die Pieper Beauty-Card. Rabatte sind im Nachhinein nicht anrechenbar. Nur einlösbar unter www.parfuemerie-pieper.de."
"107","Kommt zur großen Wiedereröffnung in einer unserer beiden Filialen in Marl und sichert Euch bei unserer Scan and Win Aktion tolle Rabatte! Einfach Posting ausdrucken und in der Filiale vorbeischauen. Wir freuen uns auf Euch!"
"108",NA
"109","Ihr Lieben, wir möchten Euch gerne ein kurzes Update zu MAC geben: Dank Euch sind die ganzen Fehler aufgefallen und wir konnten die meisten selbst beseitigen. Bei vielen Produkten könnt Ihr nun also auch wieder die Farben auswählen. Bei den Foundations ist dies leider noch nicht der Fall. Die Indexer, die im Hintergrund des Shops laufen und Produkte zuordnen, benötigen eine Weile, da wir wirklich Unmengen von Produkten in unserer Datenbank haben. Diesen Prozess können wir nicht beschleunigen. Sobald die Indexer durchgelaufen sind, können sich die Produkte auch wieder matchen. Wir tun wirklich alles was wir können."
"110","Model Arizona Muse ist in einem stylishen Cocktaildress auf ihrem Weg durch Manhattan und wo geht es für Dich heute Abend hin?

Modern Muse Chic von Estée Lauder http://goo.gl/0Cdw0G"
"111",NA
"112","Für alle Duftliebhaber, Moderebellen und Querstreifen-Fans - Balenciaga Rosabotanica 
http://bit.ly/1xM8DhP"
"113",NA
"114","Heute Abend wird zum vierten Mal in Folge der #Deichmann Shoe Step of the Year verliehen. Der Preis geht an Modejournalisten, die den Schuh kreativ in Szene setzen. Wir unterstützen unseren Kooperationspartner mit etwas Hübschem für die Goodie-Bags und für Euch haben wir den Link für den Livestream ab 18:30h, über den Ihr die Verleihung verfolgen könnt: http://goo.gl/8BeRYS

#shoestep #preisverleihung #pieper"
"115",NA
"116","Die vierte Bloggerin auf im neuen Pieper-Blog ist die Liebe Dominika von mikalicious.de - Herzlich Willkommen <3
„Mein Name ist Dominika, ich bin 30 Jahre alt und blogge auf www.mikalicious.de über den alltäglichen Beauty-Wahnsinn. Bei schönen Blushes, insbesondere mit außergewöhnlichen Prägungen und Verpackungen, werde ich schwach.  Dies bedeutet aber nicht, dass ich mich anderen Beauty Produkten gegenüber verschließe, ganz im Gegenteil: Ich liebe sie alle und teste mich überall durch.“"
"117",NA
"118",">>Der Shop ist live, aber noch nicht ganz wach ;) <<
Liebe Fans, wir danken für Euer zahlreiches Feedback hier auf Facebook und im Service-Center! Vor allem auch dafür, dass Ihr unsere Aktion so toll begleitet und unterstützt habt. Natürlich haben wir Euch nicht vergessen: Unser gesamtes Team kümmert sich grade darum, alles zu beheben und für Euch ein zu richten. Wir sind sicher, dass wir es mit Eurer Hilfe und Eurem Support ganz schnell wieder hin bekommen - Danke dafür! Eure Piepearls <3"
"119",NA
"120","Nur noch ein paar Stunden warten und dann ist unser Shop wieder live! Die Spannung steigt... 
PS: Jetzt habt Ihr noch die Möglichkeit, Euch für unseren Countdown zu registrieren: http://goo.gl/axSSMA
#wartungsmodus #parfuemeriepieper"
"121","Morgen ist es soweit - wir gehen wieder online <3 Unser Lagerteam ist auch schon ganz aufgeregt und hat fleißig für Euch vorgepackt! Es sieht einfach zauberhaft aus, wenn man heute durch unser Lager schlendert :)
#wartungsmodus #parfuemeriepieper #einmalschlafen"
"122","Heute eröffnet die Rathaus Galerie in Hagen >tatsächlich< ;) und somit auch unsere neue Parfümerie <3 Kommt doch vorbei und sichert Euch tolle Rabatte und viele weitere spannende Aktionen. Wir freuen uns auf Euch #neueröffnung #rathausgalerie #parfumeriepieper"
"123","Nur noch einmal schlafen und dann sind wir wieder online <3 In unserem neuen Blog begrüßen wir dann auch Melanie: „Ich bin Melanie und ich blogge seit 2011 auf www.mel-et-fel.com. Ich liebe es, mich zu schminken und mit verschiedenen Farben und Texturen zu experimentieren. Heute natürlich, morgen ladylike und übermorgen rockig? Kein Problem! Und zu den verschiedenen Looks gibt es natürlich stets einen passenden Lieblingsduft aus meiner Sammlung.“
#wartugnsmodus #countdown #parfuemeriepieper #meletfel"
"124","Das ist Heiko! Er wird ab dem 14.11. ebenfalls Beiträge auf unserem neuen Blog veröffentlichen. Wir freuen uns sehr über die neue Manpower <3 
""Auf olschis-world beschäftige ich mich mit den Themen Mode und Schokolade. Passt nicht? Doch! Denn beides ist Leidenschaft, Genuss und Handwerkskunst. Letzteres ist mir (als gelerntem Handwerker) in meiner Berichterstattung besonders wichtig. 
Jede Saison bin ich auf den Fashionweeks in Mailand und Berlin unterwegs und berichte von den neuesten Trends. Vor allem aus der Welt der Herrenmode, aber nicht ausschließlich. Denn als neugieriger Mensch interessieren mich viele Themen, die ich gerne mit meinen Lesern teile.""
#wartungsmodus #parfuemeriepieper #blog #olschisworld"
"125","Na, auch noch im Wartungsmodus? Wir haben mal unsere Techniker gefragt, was eigentlich alles so im Hintergrund passiert, während unser Shop offline ist. Dieses Foto war die Antwort - Wie schön, dass der Spaß bei uns nicht verloren geht :) Beim nächsten Mal fragen wir lieber Die Sendung mit der Maus  nach einer Erklärung ;)
PS: Schon bei unserem Countdown angemeldet? https://s.fanactivator.com/yskHah
#wartungsmodus #parfuemeriepieper"
"126","Am 14.11. startet nicht nur der Pieper-Shop, sondern auch unser neuer Blog. Hier schreibt zum Beispiel auch die liebe Amelie von www.rauschgiftengel.com für Euch: „Meine Themen sind neben Beauty auch Lifestyle, Mode und alles andere, was das Leben ein kleines bisschen schöner macht. Ich liebe knallige Make-ups, ausgefallene Outfits und gutes Verpackungsdesign. Als Kommunikationsdesignerin halte ich immer ein Auge offen für neue Trends, liebevolle Details und interessante Kombinationen.“"
"127",NA
"128","Unser Shop lässt noch bis zum 14.11. auf sich warten, bis dahin versüßen wir Euch die Wartezeit mit unserem Armani Produkttest! Hier könnt Ihr Euch bewerben: http://goo.gl/UNrzY"
"129",NA
"130","Warum es sich lohnt darauf zu warten, dass unser Shop am 14.11. wieder online ist? Na weil es dann so viele tolle Adventskalender zu kaufen gibt. Zum Beispiel einen Pflegekalender von Dr. Hauschka oder einen traumhaft schönen Kalender von Yankee Candle <3
#wartungsmodus #parfuemeriepieper #adventskalender #yankeecandle"
"131","Unser Onlineshop schläft noch bis zum 14.11. - Wir nutzen das Wochenende auch um wieder Kraft zu tanken! Wie sieht es mit Eurem Wochenende aus?
#wartungsmodus #geburtstag #parfuemeriepieper #wochenende
Bild: http://goo.gl/tSvlEl"
"132",NA
"133","Unser Onlineshop ist im Wartungsmodus - Bist Du es auch? Dann freuen wir uns, wenn Du bis nächste Woche Freitag gemeinsam mit uns wartest! Denn am 14.11. feiern wir, dass wir wieder online sind und auch, das es unseren Shop nun 5. Jahre lang gibt! Lass Dich überraschen: https://s.fanactivator.com/yskHah
#wartungsmodus #parfuemeriepieper #geburtstag"
"134",NA
"135",NA
"136","Heute startet unser Produkttest mit dem neuen, traumhaften Duft Armani Sì Eau de Parfum Intense <3 Wir freuen uns auf Eure Bewerbungen: http://goo.gl/UNrzY"
"137",NA
"138",NA
"139","Der Herbst mit #Chanel & #Dior <3"
"140","Mich gibt es jetzt auch in der farbigen Herbst-Edition <3
#Clarisonic: http://goo.gl/WXzAvj"
"141","Happy Halloween! Hier noch eine kleine Make-up Inspiration für die Lady's! Wir wünschen einen gruseligen Abend :)
Bild: http://goo.gl/2STQGN"
"142","Unser Halloween Gewinnspiel läuft nur noch bis morgen! Wir verlosen 2 Tickets fürs schaurige Krimidinner an einem Veranstaltungsort nach Wahl - Schon mitgemacht? :) 
https://s.fanactivator.com/U9KHxu"
"143",NA
"144","Er glitzert, ist pink und hat 24 tolle Überraschungen für Euch - Unser Nail-Art Adventskalender. Den gibt es jetzt im Shop ;)
Zum Kalender: http://goo.gl/AiH2r5
#nailart #adventskalender #beauty #nagellack #parfuemeriepieper"
"145",NA
"146","Heute startet unser großes #Halloween #Gewinnspiel zusammen mit WORLD of DINNER! Spiele mit und sicher Dir die Chance auf zwei Tickets für das berühmte Krimi-Dinner an einem Veranstaltungsort Deiner Wahl! Hier geht's zum Spiel: https://s.fanactivator.com/U9KHxu"
"147","Nicht gruselig, aber sexy und ausgefallen :) Vielleicht ist dieser Look ja auch eine gute Variante - Was meint Ihr dazu?
Bild gefunden: http://goo.gl/4ilACA
#halloween #kostüm"
"148",NA
"149",NA
"150","Habt Ihr schon gesehen? Den Beautyblender gibt es jetzt auch bei uns im Shop <3 Stars wie Paris Hilton, Kim Kardashian oder Selena Gomez auf das kleine pinke Wunder ;)
Zum Beautyblender: http://goo.gl/NMoLwB"
"151","Es ist eine Anspielung auf den mod-Look der 1960er und ist einfach nach zu machen, wenn man Schritt für Schritt vor geht ;) Schon mal versucht?
Bild: http://goo.gl/pE0J6R"
"152","Wir wünschen Euch ein wunderschönes Wochenende! Eure Piepearls <3
Bild: http://goo.gl/UFpfRL"
"153",NA
"154","Es ist wieder soweit - Die Zeit der Geschenksets ist eingeläutet :) Gibt es eins, auf das ihr schon sehnsüchtig wartet? 
#Geschenksets #parfümeriepieper"
"155",NA
"156","Auch ohne große Verkleidung könnt Ihr zu Halloween der Hingucker werden ;) Hier ein schönes Beispiel! Habt Ihr schon Ideen für Halloween? 
Bild: http://goo.gl/4J9PGh"
"157",NA
"158","Juhuu - unsere ersten zwei sind schon eingetrudelt und warten nur darauf, von Euch entdeckt zu werden :) 
Adventskalender im Shop: http://goo.gl/ja4ZJT"
"159",NA
"160","Wer braucht schon eine schöne Haarspange, wenn man auch so ein Highlight setzen kann <3
Bild: http://goo.gl/1f0Nno
#hair #tutorial #hairtutorial"
"161","Verführerisch, anziehend... Justgold! #NEU bei uns im Shop <3
http://goo.gl/pamJ9n"
"162","Wir wünschen ein zauberhaftes Wochenende <3
(Weil das Wetter so schön werden soll, haben wir den Kürbis noch mal durch eine sommerliche Annanas ersetzt) ;)
Bild: http://goo.gl/QYn2rH
#happyweekend"
"163",NA
"164","DANKE - Ihr habt uns das Triple geschenkt! Zum dritten Mal in Folge wurden wir von Euch zum Händler des Jahres im Bereich Parfümerie gewählt. WOW! Wir sind total glücklich und möchten diesen Sieg mit Euch feiern. Wir schenken Euch 20% Rabatt* in unserem Onlineshop mit diesem Code: Juhuu25Hdj
Hier geht's zum Shop: www.parfuemerie-pieper.de

#händlerdesjahres2014 #danke #rabatt #parfuemeriepieper
*ab 25€ Mindestbestellwert. Gültig nur am 16.10.2014. Ausgenommen sind Angebote, Gutscheine und unsere Beauty-Card. Nicht mit anderen Rabatten kombinierbar. Nur einlösbar unter www.parfuemerie-pieper.de"
"165",NA
"166","Wer von Euch feiert in diesem Jahr Halloween und wer hat sich schon für ein Kostüm entschieden? Wir liefern Euch in den nächsten Tagen Tipps und Tricks und noch weitere Kostümvorschläge ;) Morgen haben wir aber erst noch etwas anderes mit Euch zu feiern... was, verraten wir wenn es soweit ist :) 
Bild: http://goo.gl/p1L2NM
#halloween #kostümidee"
"167","Na, schon beworben? Wir suchen 20 Tester für die Clinique Sonic Reinigungsbürste <3 Die Bewerbungsphase läuft noch bis einschließlich Mittwoch :)"
"168",NA
"169","Heute eröffnet die Rathaus Galerie in Hagen und somit auch unsere neue Parfümerie <3 Kommt doch vorbei und sichert Euch tolle Rabatte und viele weitere spannende Aktionen. Wir freuen uns auf Euch :) #neueröffnung #rathausgalerie #parfumeriepieper"
"170","Vor kurzem eröffnete Britney Spears persönlich den Verkaufsstart ihrer ""Intimate Dessou Collection"". Alles rund um's Make-up der Models gibt es jetzt auch bei uns im Blog! Schaut doch mal rein: http://goo.gl/g3TqOE"
"171","""May the wings of your Eyeliner always be even."" ;) Oder benutze anstatt Eyeliner einfach dunklen Lidschatten. Der lässt sich sanfter ausblenden und leichter nach bessern!"
"172","Bereit für's große GLAMOUR Shopping-Week Finale? <3 
www.parfuemerie-pieper.de
#glamour #shoppingweek #glamourshoppingweek #newcomer #parfümeriepieper"
"173","Genießt die letzten Sonnenstrahlen - das machen wir jetzt auch! Eure Piepearls <3"
"174","Unsere Frisur-Tipp der Woche: Das ""Ballerina Bun Tutorial""! Wir sind total fasziniert. Allerdings könnte es (wie so oft) einfacher aussehen, als es ist. Was meint Ihr? 

Bild: http://goo.gl/xyNvRY
#tutorial #hairtutorial #frisur #dutt"
