"","x"
"35","Seid ihr schon bei unserem #LifestyleClub Gewinnspiel dabei?
Bis zum 24.12. habt ihr noch die Chance auf einen von 25 100-Euro-Gutscheinen.

Teilnahme unter http://bit.ly/gewinnspiel-lifestyle-club"
"36","Das ideale #Xmas Geschenk für moderne Großstadt-Girls: Calvin Klein Downtown mit Noten von Bergamotte, Weihrauch und Gardenie <3

http://bit.ly/ck-downtown-bestellen"
"37",NA
"38","Wir wünschen euch aus ganzem Herzen einen tollen 3. Advent <3"
"39","Es ist wieder so weit: Jetzt Sixx einschalten und die dritte Folge vom Flaconi #LifestyleClub schauen ;-)

Außerdem könnt ihr noch bei unserem Lifestyle Club #Gewinnspiel mitmachen unter http://bit.ly/lifestyle-club-folge-3"
"40","Denkt dran: Morgen mittag wieder Flaconi #LifestyleClub auf Sixx einschalten ;-)

Mira von funnypilgrim schminkt ein glamouröses Festtags-Make-up und stellt wieder ihre Top 3 Produkte der Woche vor.

http://bit.ly/lifestyle-club-folge3"
"41","Unsere Ergebnisse des Produkttests für Euch zum Durchklicken im Album!"
"42","Sucht ihr noch #Geschenke für eure Männer? 
Wir haben da ein paar Empfehlungen für euch ;-)

✩ Davidoff Cool Water http://bit.ly/cool-water-bestellen
✩ Hugo Man http://bit.ly/hugo-man-bestellen
✩ Weleda Men Gesichtscreme http://bit.ly/weleda-men-aktiv-bestellen
✩ Biotherm Gesichtsgel http://bit.ly/biotherm-homme-t-pur-bestellen"
"43","❀ Wie ein Kleid bestickt mit tausend Blüten: Miss Dior Blooming Bouquet ❀

http://www.flaconi.de/parfum/dior/miss-dior/dior-miss-dior-blooming-bouquet-eau-de-toilette.html"
"44","✵ Welcher der drei ist euer Duft-Favorit zu Weihnachten? ✵

1) Roberto Cavalli Woman --> http://bit.ly/cavalli-her
2) Calvin Klein Reveal --> http://bit.ly/reveal-ck
3) Love Chloé --> http://bit.ly/love-by-chloe"
"45",NA
"46","Lancôme La vie est belle ist unser allerliebster Winterduft. Der riecht soooo fantastisch nach Jasmin und Vanille <3

► Was ist euer Winter-Favorit?

http://bit.ly/la-vie-est-belle-bei-flaconi"
"47","<3 Wir verlosen drei #Escada Joyful 50 ml für eure #JoyfulMoments zu Weihnachten <3

► Verratet uns einfach, wie ihr die XMas-Zeit genießt :-)

Teilnahmebedingungen unter http://bit.ly/escada-joyful-teilnahme"
"48",NA
"49","Wir wünschen euch einen wunderschönen 2. Advent <3"
"50","Jetzt geht's los mit der zweiten Folge vom Flaconi #LifestyleClub. Schaltet am besten direkt sixx ein :-)

Wie beim letzten Mal geben wir euch 12% Rabatt auf ausgewählte Flaconi Produkte der Sendung - zu finden unter http://bit.ly/lifestyle-club-folge-2"
"51","♕ Purer Luxus ♕

Die neuen Collector's Editions von Dolce&Gabbana The One und The One for Men sind echte Sammler-Stücke. Schaut euch nur die funkelnden Goldmünzen auf den Flakons an :-O

http://bit.ly/dg-the-one-collector-women
http://bit.ly/dg-the-one-collector-men"
"52","Am Samstag um 11:55 Uhr ist es wieder soweit: Wir zeigen euch die zweite Folge vom Flaconi #LifestyleClub. Also unbedingt sixx einschalten ;-)

Die Folge könnt ihr dann auch online sehen unter http://bit.ly/lifestyle-club-folge2"
"53","Mädels, wir haben fantastische Vorschläge für eure Wunschliste!
Und Männer, ihr schaut mal lieber genau hin, wenn ihr noch ein Geschenk für eure Liebste sucht ;-)

✩ Yves Saint Laurent Opium http://bit.ly/opium-edp
✩ Lacoste pour Femme http://bit.ly/lacoste-femme-edp
✩ Estée Lauder Nagellack http://bit.ly/estee-lauder-nagellack
✩ Lancôme Grandîose Mascara http://bit.ly/grandiose-mascara-lancome
✩ Yves Saint Laurent Lippenstift http://bit.ly/ysl-pur-couture"
"54","Hier sind die Ergebnisse zu unserem Helena Rubinstein Produkttest zum Durchklicken! 
► Was unsere 50 Tester zur neuesten Mascara-Kreation von Helena Rubinstein sagen, könnt ihr auch in unserem Magazin lesen:http://bit.ly/lash-queen-mystic-blacks-testergebnisse"
"55","✩ Ihr wollt an Weihnachten besonders elegant auftreten? ✩
Dann sind das eure Düfte:

♂ Jean Paul Gaultier ""Le Male"" http://bit.ly/le-male-jpg
♀ ELIE SAAB ""Le Parfum"" http://bit.ly/elie-saab-parfum
♂ Issey Miyake ""L'Eau d'Issey pour Homme"" http://bit.ly/l-eau-d-issey-pour-homme
♀ Narciso Rodriguez ""for her"" http://bit.ly/narciso-for-her-edt"
"56",NA
"57","Wir feiern unseren Flaconi #LifestyleClub mit einem Gewinnspiel!
Unter allen Teilnehmern verlosen wir 25x 100-Euro-Gutscheine :-)

► Mitmachen unter http://bit.ly/lifestyle-club-gewinnspiel"
"58","Lancôme La vie est belle oder Giorgio Armani Sì - über welchen Duft würdet ihr euch zu Weihnachten mehr freuen? :-)

►La vie est belle http://bit.ly/la-vie-est-belle-flaconi
►Armani Sì http://bit.ly/armani-si-flaconi"
"59",NA
"60",NA
"61","Düfte sind stets auf einen ganz bestimmten Träger zugeschnitten.
So auch diese vier :-)

► Für die Selbstbewusste: http://bit.ly/boss-ma-vie-flaconi
► Für die Optimistin: http://bit.ly/escada-joyful-flaconi
► Für den Gentleman: http://bit.ly/boss-bottled-flaconi
► Für den Kreativen: http://bit.ly/lacoste-live-flaconi"
"62","✩ Wir beschenken euch noch vor Weihnachten ✩

Wünscht euch ein Produkt aus unserem Sortiment und kommentiert es unter dem Posting. Unter allen Kommentaren erfüllen wir drei Wünsche

Teilnahmebedingungen: http://bit.ly/teilnahme-wuenscht-euch-was"
"63","✩ Wir wünschen euch einen schönen 1. Advent ✩

Bild gefunden auf http://www.pinterest.com/pin/37014028160811667/"
"64","Ice, Ice Baby: Das würzig-frische #Armani Code Ice ist derzeit unser liebster Herrenduft!

http://bit.ly/code-ice-bestellen"
"65","Schaltet jetzt den Fernseher ein und schaut euch den Flaconi #LifestyleClub auf Sixx an.

Sichert euch außerdem 12% Rabatt auf ausgewählte Flaconi Produkte der Sendung - zu finden unter http://www.flaconi.de/lifestyle-club"
"66","►► Diesen Samstag um 11:45 Uhr unbedingt SIXX einschalten ◄◄
Dann präsentieren wir euch die erste Folge vom Flaconi #LifestyleClub mit Moderatorin Mira alias funnypilgrim :-)

http://www.flaconi.de/lifestyle-club"
"67","Auch Biotherm hat dieses Jahr einen tollen Adventskalender kreiert."
"68","Einer der besten neuen Düfte 2014: Yves Saint Laurent Black Opium <3
► http://bit.ly/ysl-opium-black

Zur 50 ml und 90 ml Version bekommt ihr aktuell eine elegante #YSL Pouch geschenkt."
"69",NA
"70","►► Letzte Chance auf unseren #Adventskalender ◄◄
http://bit.ly/adventskalender-flaconi

Aufgrund der hohen Nachfrage haben wir extra noch eine begrenzte Anzahl nachproduzieren lassen :-)"
"71","Heute wartet wieder ein neues #Gewinnspiel auf euch :-)

Dieses Mal verlosen wir fantastische Produkte von #GiorgioArmani

► Einfach bewerben unter http://bit.ly/armani-produkte-gewinnen"
"72",NA
"73","<3 Das herrlich zarte Roses de Chloé ist unser Duft des Tages <3
http://bit.ly/roses-de-chloe-bestellen

Perfekt für alle, die auch im Winter leichte Düfte bevorzugen :-)"
"74",NA
"75","<3 Der Flaconi #LifestyleClub läuft ab dem 29.11. um 12 Uhr auf sixx <3

Mira von funnypilgrim informiert euch dann jeden Samstag über aktuelle Beauty-Trends, zeigt euch Tutorials und mehr. Seid gespannt :-)

Alle Folgen könnt ihr anschließend auch online sehen unter http://www.flaconi.de/lifestyle-club"
"76",NA
"77",NA
"78","❆ Wenn es kalt draußen ist, wird es Zeit für intensive warme Düfte ❆
So wie Paco Rabanne One Million Intense für die Männer!
http://bit.ly/one-million-intense-bei-flaconi

Wie gefällt euch One Million? :-)"
"79","Als Dankeschön für eure Treue legen wir ab heute ein leckeres Extra in jedes eurer Pakete. Viel Spaß beim Shoppen :-)

http://bit.ly/werthers-gratiszugabe"
"80",NA
"81","❆ Unser Adventskalender ist nochmal da ❆
http://bit.ly/adventskalender-limitiert

Die letzten Exemplare sind jetzt verfügbar! Wenn ihr noch einen haben wollt, solltet ihr euch beeilen :-)"
"82","<3 Gewinnspiel <3
 
Wir verlosen wundervolle Düfte und mehr von Lancôme :-)

► Hier geht's zur Bewerbung: http://bit.ly/lancome-gewinnspiel"
"83",NA
"84",NA
"85","Goldene Zeiten mit den Düften von Gucci und Dolce&Gabbana. Für alle, die es an Weihnachten besonders luxuriös mögen

► Gucci Première EdP: http://bit.ly/gucci-premiere-bei-flaconi
► Gucci Première EdT: http://bit.ly/gucci-premiere-edt-bei-flaconi
► Dolce&Gabbana The One: http://bit.ly/dg-the-one-bei-flaconi"
"86",NA
"87",NA
"88",NA
"89","<3 Exklusives Goodie <3
Zu jedem #Balmain Duft bekommt ihr von uns eine schicke Balmain Reisetasche gratis dazu :-)  

http://bit.ly/balmain-bei-flaconi"
"90",NA
"91","Habt ihr Lust bei Flaconi in Berlin zu arbeiten? :-)

► Wir suchen Hilfskräfte für unsere Logistik in Voll- oder Teilzeit!

Wendet euch bei Interesse einfach an Lisa unter jobs@flaconi.de oder füllt die Online-Bewerbung auf unserer Jobseite aus :-)

http://bit.ly/logistik-hilfskraft-bei-flaconi
#job #jobs #flaconi #logistik"
"92","AUFGEPASST: Wir verlosen 10 von unseren streng limitierten Adventskalendern!

► Kommentiert einfach, warum ihr unbedingt einen haben wollt :-)

Teilnahmebedingungen unter http://bit.ly/adventskalender-gewinnen"
"93",NA
"94",NA
"95","Nur noch heute könnt ihr euch für unseren #Produkttest zu Prada Candy Florale bewerben: http://bit.ly/teste-candy-florale

Wir suchen 100 neugierige Nasen für den Duft :-)"
"96",NA
"97",NA
"98",NA
"99","Drei verschiedene Prada Candy Düfte für drei Typen von Frauen. 

Wenn ihr herausfinden wollt, welcher der Düfte am besten zu euch passt, klickt euch einfach durch das Album!

http://bit.ly/alle-prada-candy-duefte-bei-flaconi"
"100",NA
"101","#Gewinnspiel: Wir verlosen drei schicke Mini-Kühlschränke* von Davidoff Cool Water! 8-) Und so macht ihr mit:

1. Schreibt, zeichnet oder malt auf einen Zettel, was ihr mit Cool Water verbindet.
2. Heftet den Zettel an euren Kühlschrank.
3. Fotografiert ihn und postet das Bild auf unsere Facebook-Pinnwand.

Die drei kreativsten Ideen werden von uns prämiert :-)

Teilnahmebedingungen unter: http://bit.ly/teilnahme-cool-water
* ohne Inhalt"
"102","<3 Unser #Adventskalender ist jetzt wieder bestellbar <3

http://bit.ly/flaconi-adventskalender-bestellen

Wie gefällt er euch? :-)"
"103","Wer ist neugierig auf das neue #Prada Candy Florale? <3

► Wir suchen gleich 100 Tester für den Duft :-)

Bewerbt euch einfach unter http://bit.ly/candy-florale-produkttest"
"104",NA
"105","Natürlich, charismatisch, sinnlich: Das neue Narciso Eau de Parfum verführt mit Gardenie, bulgarischer Rose und Vetiver.
http://bit.ly/narciso-bei-flaconi-bestellen

► Habt ihr den Duft schon geschnuppert? :-)"
"106",NA
"107","✿ Gewinnspiel ✿ 

Wir verlosen 30 exklusive Ketten von See by Chloé :-)

► Sagt uns einfach, was ihr mit Chloé Düften verbindet!

Teilnahmebedingungen unter http://bit.ly/teilnahme-chloe"
"108","Für die kalte Jahreszeit: Unsere Tipps gegen spröde Lippen :-*

http://bit.ly/pflege-für-trockene-lippen"
"109",NA
"110","<3 Jetzt bei uns im Shop <3 Der neue, romantische Duft von #DKNY. Mit leckerer Himbeere, Rosa Pfeffer und Jasmin!

Habt ihr den Duft schon geschnuppert? :-)
http://bit.ly/dkny-myny-bei-flaconi"
"111",NA
"112","Endlich ist unser neuer TV-Spot on air :-)
Wie gefällt er euch?

#flaconi #werbung"
"113",NA
"114","Neu bei uns: Die fruchtig-pflegende #Naturkosmetik von Greenland :-)

http://bit.ly/greenland-bei-flaconi

► Wir geben euch direkt 15% Rabatt auf ausgewählte Produkte!"
"115","Gewinnspiel für unsere Pflege-Fans: Wir verlosen 30 #Biotherm Produkte!

► Einfach hier anmelden: http://bit.ly/biotherm-gewinnspiel

Wir drücken euch die Daumen :-)"
"116",NA
"117","Wir suchen 50 Produkttester für die revitalisierenden Augenpads von Annemarie Börlind.

► Bewerbt euch unter http://bit.ly/börlind-augenpads-testen

#produkttest #naturkosmetik"
"118",NA
"119","Was glaubt ihr, was das ist? ;-)"
"120","Wisst ihr schon als was ihr zu Halloween geht?

  Falls ihr noch Inspirationen braucht, schaut doch mal in unser Halloween-Album auf Pinterest!

http://bit.ly/pinterest-halloween-album"
"121","#BOSS Bottled haben wir jetzt auch als limitierte Collector's Edition in elegantem Matt-Schwarz: http://bit.ly/boss-bottled-collectors-edition

► Wie gefällt euch der neue Flakon? :-)"
"122","Extrem gewagter Spot zum neuen dsquarded² Wild Duft!

► Supersexy oder too much?

http://youtu.be/8qdvTjILFZU"
"123",NA
"124",NA
"125","Some like it Knot! Der neue Duft von Bottega Veneta verführt mit einem frischen Akkord aus Zitrusfrüchten, weißer Rose und Lavendel.
http://bit.ly/bottega-veneta-knot

► Den perfekten Herbst-Begleiter bekommt ihr jetzt inkl. Duft-Mini von Essence Aromatique!"
"126","Und wieder haben wir eine großartige Verlosung für euch :-)
Dieses mal gibt es luxuriöse Produkte von Yves Saint Laurent zu gewinnen!

► Hier teilnehmen: http://bit.ly/ysl-gewinnspiel"
"127","Das sagen unsere Tester zum neuen Declaré Power Duo. Jetzt durch die Ergebnisse klicken und mehr erfahren! Den ausführlichen Bericht findet ihr hier: http://bit.ly/declare-power-duo-im-test"
"128",NA
"129","Wir verlosen 6 limitierte BOSS Bottled Reload Düfte zum Start der neuen #ManOfToday Kampagne mit Gerard Butler!

► Verratet uns einfach, wer euer Man Of Today ist und verlinkt die Person als Kommentar unter dem Bild :-)

Teilnahmebedingungen unter: http://bit.ly/teilnahme-man-of-today"
"130",NA
"131","★ Unser #Quicktipp der Woche ★

Stellt euren Nagellack auf den Kopf, damit weniger Luft reinkommt. So bleibt euer Lack länger flüssig!

► Wie verhindert ihr, dass euer #Nagellack austrocknet?"
"132","Heute ist #OhneBartTag!
Wir wollen von euch wissen, wie euch Brad Pitt besser gefällt.

► MIT oder OHNE Bart? ;)"
"133","Habt ihr Lust auf eine neue Frisur? :)

In unserem Pinterest-Album findet ihr tolle Ideen für ein neues Styling und die schönsten Haartrends!

http://www.pinterest.com/flaconi/haartrends-frisuren/"
"134",NA
"135","★ Parfum-Rätsel ★
Zu welchem Star gehört wohl dieser honigsüße Duft ?

Kleiner Tipp: Berühmt geworden ist sie durch eine Family-Reality-Soap :)"
"136","Gisele Bündchen als Surfergirl im neuen Film zum ikonischen Duft CHANEL N°5. Anschauen lohnt sich!
#CHANEL #theonethatiwant"
"137","Aufregend und verführerisch - so riechen die neuen #JustCavalli Gold Düfte für Sie und Ihn!

http://bit.ly/Roberto-Cavalli-Just-Gold-for-him
http://bit.ly/roberto-cavalli-just-gold-for-her

► Zu ausgewählten Cavalli Damendüften bekommt ihr momentan eine schicke Pouch von uns dazu.

Nur solange der Vorrat reicht!"
"138",NA
"139","Am #ManiMonday wollen wir von euch wissen, welcher Nagellack-Trend euer Favorit für den Herbst ist!

► Grau, Beere, Metallic oder Khaki?"
"140","Unsere Freunde von Westwing Home & Living feiern ihren fantastischen neuen TV-Spot mit einem großen Sale :-)

♥ Schaut euch den Spot unbedingt mal an und lasst euch inspirieren ♥
http://www.westwing.de/c-deine-inspiration/?lr=fetch

#DeineInspiration"
"141",NA
"142",NA
"143","✣ Unser #Quicktipp der Woche ✣
Kühlt euer Gesicht mit einem Eiswürfel, um eure Poren vor dem Schminken zu verkleinern!"
"144","★ Duft-Rätsel ★

Erratet ihr, welches Parfum sich hinter dieser fruchtig-süßen Mischung aus Orange, Pfirsich, Johannisbeere und Karamell verbirgt?"
"145","☼ Seid ihr schon bei unserem #Gewinnspiel dabei? ☼

► Wir verlosen eine Sonnenbrille, Uhren und Düfte von #GiorgioArmani 8-)

Noch bis Sonntag könnt ihr mitmachen unter http://bit.ly/armani-gewinnspiel"
"146",NA
"147","★ Neu bei Flaconi ★
Ein Duft, der sich anfühlt wie eine zweite Haut.
Jil Sander Simply ist die perfekte Kombination aus schlichter Eleganz und zeitloser Weiblichkeit!

http://bit.ly/jil-sander-simply"
"148","Letzte Woche haben wir euch bereits die Skincare Week von Bloggerin Fräulein Feigenbaum auf unserem Magazin vorgestellt. In ihrem neusten Video zeigt Judith euch ihre Pflegeroutine am Abend:
► http://bit.ly/fräulein-feigenbaum-pflege"
"149",NA
"150","✩ Habt ihr die GLAMOUR Shopping-Week schon genutzt? ✩

☛ Wir geben euch 15% #Rabatt auf eure Bestellung. Nur noch bis Samstag!

Alle Infos zur Aktion findet ihr hier: http://bit.ly/shopping-week-2014

#GlamourShoppingWeek #ShoppingWeek"
"151","Der neue Dschungelkönig: #Diesel Only The Brave Wild ist ein Duft für naturverbundene Männer ;-)
http://bit.ly/only-the-brave-wild-bestellen

► Wie viel bedeutet euch die Natur?"
"152",NA
"153","Glitzer, Glamour und ein Hauch von Verführung!
Yves Saint Laurent Black Opium ist der perfekte Duft für die moderne Frau von heute.

► Wie gefällt euch die Neuinterpretation des Flakons?
http://bit.ly/black-opium"
"154","Was wäre der Herbst ohne Beerentöne? Lest im Flaconi Magazin nach, wie ihr die Nuancen am schönsten kombinieren könnt!

►http://bit.ly/beerentöne-im-herbst"
"155",NA
"156",NA
"157","✣ Unser #Quicktipp der Woche ✣

Haltet eure Nägel drei Minuten nach dem Lackieren unter kaltes Wasser, damit der Nagellack schneller aushärtet!"
"158",">>> 15% RABATT auf euren Einkauf vom 04.10.-11.10.2014 <<<

Ihr braucht nur unseren Gutscheincode zur neuen GLAMOUR Shopping-Week!

► Alle Infos findet ihr hier: http://bit.ly/gsw-herbst-2014

#GlamourShoppingWeek #Glamour #ShoppingWeek #Shopping"
"159","Mit Tuberose und Jasmin in der Herznote wird Valentino Valentina Assoluto zu einem Blumenbouquet, das besser riecht als jeder Blumenstrauß!

► Wann habt ihr das letzte Mal Blumen geschenkt bekommen? 

http://bit.ly/valentino-valentina-assoluto-edp"
"160",NA
"161","Unser Kollege Malte liebt die orientalischen Noten, die Joop! Homme so männlich und verführerisch machen!

☞ Kennt ihr auch jemanden, der Joop! Homme trägt? 

http://bit.ly/joop-homme-edt"
"162","La Vie est Belle – für ein schönes Leben brauchen wir nicht nur den richtigen Duft, sondern auch tolle Menschen um uns herum. 

► Verlinkt die Person, die euer Leben schön macht!

http://bit.ly/lacôme-la-vie-est-belle"
"163","Im Flaconi Magazin zeigt euch Bloggerin Tensia. ihre #Wiesn Must-Haves.

► http://bit.ly/wiesn-lieblinge-von-tensia

Mit dabei ist ein Duft, der an gebrannte Mandeln und Lebkuchenherzl erinnert ;-)

#oktoberfest #münchen"
"164",NA
"165","In ihrem neuem Spot zeigt Lady Gaga, wie sexy und verführerisch sie sich mit ihrem neuen Parfum Eau de Gaga fühlt.
► Der Unisex Duft macht Frauen und Männer einfach unwiderstehlich! ◄

#LadyGaga #EaudeGaga"
"166","Unser #DuellDienstag geht in die nächste Runde!
Welcher Duft ist euer Favorit für den Herbst?
►Der Klassiker Giorgio Armani Code Femme oder das neue Burberry My Burberry?

http://bit.ly/giorgio-armani-code-femme-edp
http://bit.ly/burberry-my-burberry"
"167","STIMMT oder STIMMT NICHT?

► ""Ich kaufe lieber Parfum als Lippenstift?"""
"168",NA
"169","✩ Calvin Klein Gewinnspiel ✩

Wir verlängern die Teilnahmefrist! Noch bis zum 19.10 habt ihr die Gelegenheit mitzumachen und unter anderem ein romantisches Wochenende für zwei in Berlin zu gewinnen.

Teilnahme unter: http://www.flaconi.de/calvin-klein-reveal-gewinnspiel"
"170","Unser #Quicktipp der Woche

Gebt leicht schimmernden Lipgloss auf eure Wangen und verreibt ihn vorsichtig. Fertig ist das perfekte Highlight!"
"171","✽ Neu bei Flaconi ✽

Armani Sì Intense – ein Duft voller Sinnlichkeit. Der schwarze Flakon steht für die mystische und starke Seite der Frau.
► Zu welcher Gelegenheit würdet ihr diesen Duft tragen?
http://bit.ly/armani-sì-intense"
"172","Wie jeden Monat zeigen wir euch unsere Beauty-Favoriten.
Diesmal für den September!"
"173",NA
"174",NA
"175","♥ Ein Design - drei wundervolle Düfte ♥

► Welches dieser #BOSS Parfums mögt ihr am allerliebsten? :-)

Jour Pour Femme: http://bit.ly/boss-jour-bei-flaconi
Ma Vie Pour Femme: http://bit.ly/boss-ma-vie-bei-flaconi
Nuit Pour Femme: http://bit.ly/boss-nuit-bei-flaconi"
"176","✩ Armani Sì Intense Gewinnspiel ✩

Zum Launch von Armani Sì Intense verlosen wir fantastische Preise. Macht mit und gewinnt unter anderen eine originale Armani Sonnenbrille!

Teinahme unter: http://bit.ly/armani-si-intense-gewinnspiel"
"177","Einfaches Auftragen und ein tolles Ergebnis: Mit dem Schwanenhals-Applikator der neuen Grandiôse Mascara von Lancôme bleiben euch akrobatische Meisterleistungen beim Schminken erspart! :)

http://bit.ly/lancôme-grandiôse"
"178","‼ Aufgepasst ‼
Der Fashion-Shop Ulla Popken verlost unter seinen Newsletter-Abonnenten 6 unserer wunderschönen Probenboxen inkl. 50-Euro-Gutschein :-)

Hier geht's zur Anmeldung: https://www.ullapopken.de/de/newsletter/sa/"
"179",NA
"180","✩ Neuer Produkttest ✩

Wir suchen 50 Frauen, die die neue Lash Queen Mystic Blacks Mascara von Helena Rubinstein testen möchten!

► Bewerbt euch unter: http://bit.ly/helena-rubinstein-produkttest"
"181",NA
"182","Hier sind die Ergebnisse zu unserem Daisy Dream Test zum Durchklicken!
Was unsere 50 Tester zum neuesten Sommerduft von #MarcJacobs sagen, könnt ihr auch in unserem Magazin lesen: bit.ly/daisy-dream-testergebnisse"
"183","Unser #Quicktipp der Woche
Eure Augenbrauen machen, was sie wollen und ihr habt kein Augenbrauen-Gel zur Hand? 

► Kein Problem, gebt etwas Haarspray auf eine Zahnbürste und ihr bekommt eure Augenbrauen im Handumdrehen wieder in den Griff!"
"184",NA
"185","★ Neu bei Flaconi ★
Clarisonic – die Gesichtsbürste für eine sanfte und porentiefe Gesichtsreinigung!

► Kennt ihr Clarisonic oder habt ihr die Produkte schon mal ausprobiert?"
"186","In einer neuen Kampagne nimmt uns Max Factor mit auf eine Zeitreise durch die Make-up Geschichte. Gwyneth Paltrow schlüpfte für die Shootings in die Gestalt verschiedener Beauty-Ikonen. 
http://maxfactor.de/

► Welcher Look ist euer Favorit?"
"187",NA
"188",NA
"189","Mit süßem Karamell in der Basisnote wickelt uns jeder dieser Prada Candy Düfte um den Finger!

► Von welcher Süßigkeit kriegt ihr einfach nicht genug? 

http://bit.ly/candy-prada
http://bit.ly/prada-candy-florale-edt
http://bit.ly/prada-candy-leau-edt"
"190",NA
"191","In diesem Album zeigen wir euch wunderschöne Nageldesigns, die durch Parfum-Flakons inspiriert worden sind.
Welche dieser Kreationen gefällt euch am besten?"
"192",NA
"193","Mit diesen Beauty-Produkten in tollem Leo-Print werdet ihr selbst zur verführerischen Raubkatze!

► Animalprint – für euch ein Top oder Flop?

http://bit.ly/lash-queen-extravaganza
http://bit.ly/lash-queen-blacks
http://bit.ly/yves-saint-laurent-touche-eclat-collector
http://bit.ly/cavalli-nero-assoluto-edp"
"194","Das sagen unsere Testerinnen zum neuen Anti-Pollution & Moisture Serum. 
► Klickt euch durch die Ergebnisse und überzeugt euch selbst!
Hier geht's zum Produkt: bit.ly/annemarie-börlind-beauty-pearls"
"195",NA
