"","x"
"115","Männer aufgepasst - Parfums die Frauen anlocken ...
http://bit.ly/Frauenanlocker"
"116","Jetzt den neuen #Baldessarini Duft vorbestellen. Offizieller Verkaufsstart ist der 3.03.2014
http://bit.ly/PD_Nautic-Spirit"
"117",NA
"118","Neu auf PARFUMDREAMS: #Priori
http://bit.ly/PD_Priori"
"119","Welcher Duft passt am besten zu euch?
Hier eine Einschätzung nach Sternzeichen von Yasemin:
http://bit.ly/PD_Sternzeichen"
"120",NA
"121",NA
"122","Narciso Rodriguez – Designer einer neuen Generation 
Tragt ihr auch gerne seine Düfte?

Blog: http://bit.ly/Blog-NarcisoRodriguez
#NarcisoRodriguez: http://bit.ly/PD-NarcisoRodrigeuz"
"123","Unsere Favoriten für den Frühling sind da, welchen Duft tragt ihr im Frühling?

Weiterlesen http://bit.ly/PD_Frühling14"
"124","Für die Facebook Redaktion der Spot des Tages. Was haltet Ihr vom Spot?"
"125","Viktor & Rolf „SPICEBOMB“ – eine Duftbombe
Die Designer Viktor Horsting und Rolf Snoeren, beide 1969 geboren, gründeten 1993 das Unternehmen Viktor & Rolf mit Sitz in Amsterdam. Die beiden Designer lernten sich als Studenten an der Modeakademie von Arnheim kennen ...
Zum Blogbeitrag: http://bit.ly/Blog_Spicebomb
Direkt zu den Produkten von Viktor & Rolf: http://bit.ly/PD_VR"
"126",NA
"127","Ihr braucht wieder neue Inspiration für perfekt gepflegte Haare? Eure Shampoo-Sammlung könnte endlich einmal eine kleine Auffrischung gebrauchen? Dann haben wir hier genau das Richtige für Euch: Ein Best of der SALONSTAR Gewinner 2013 – et voilà!

Ob Stylingprodukt oder Haarspray, Shampoo oder Koloration – die Kenner vom SalonStar wissen ...
Zum Blogbeitrag: http://bit.ly/Salonstars2013

Direkt zum Mythic Oil Shampoo: http://bit.ly/PD-MythicOil"
"128","Na wie gefällt euch der Spot zu Joop! Miss Wild?"
"129","Um euch bei diesen Temperaturen auf andere Gedanken zu bringen ein kleiner Ausblick auf die Frühjahrstrends von Denny Rose.

Hier geht es zum entsprechenden Blogbeitrag: http://bit.ly/Blog-Frühjahr14
und hier direkt zu Denny Rose: http://bit.ly/PD-DennyRose"
"130","Na welches Duo haltet Ihr für das beste Valentinstagspärchen?"
"131",NA
"132","Passend zum heutigen Filmstart mit Leonardo DiCaprio und ""The Wolf of Wall Street"" unser ""Wall Street"" Duft von Bond No. 9 Parfum ! Jetzt wünschen wir dem Leonardo DiCaprio bei seiner 4. Oscar Nominierung endlich einen Oscar bekommt!"
"133",NA
"134",NA
"135",NA
"136",NA
"137",NA
"138","5000 Euro in Bar gewinnen und gleichzeitig spenden! Einfach euren Einkauf mit Amazon Payments bei uns im Shop bezahlen!
Weitere Infos hier : http://www.parfumdreams.de/GewinnspielSternenbruecke"
"139",NA
"140",NA
"141",NA
"142","Tolle Gewinne warten auf dich!
In Kooperation mit unserem Gewinnspielpartner kid-à-porter haben wir ein Gewinnspiel gestartet, mit Preisen die Groß und Klein begeistern! Es geht um Marc Jacobs, der nicht nur anziehende Düfte kreiert, sondern neben exklusiver Mode, auch schicke Kindermode.  Einfach mitmachen und gewinnen:
www.parfumdreams.de/Gewinnspiele/kidaporter/"
"143",NA
"144","Für alle ""Spicebomb-Fans"" - Neu und limitiert ab 11.11.13! Die Spicebomb Titanium Edition

http://www.parfumdreams.de/Viktor-Rolf/Herrenduefte/Spicebomb/Eau-de-Toilette-Spray/index_44519.aspx"
"145","Ein toller Flakon, oder? 
Neu von Bond No.9 --> Perfumista Avenue 

http://www.parfumdreams.de/Bond-No-9/Damenduefte/Perfumista-Avenue/Eau-de-Parfum-Spray/index_43867.aspx"
"146","Deine Stimme zählt! Dieses Jahr wird wieder der Webshop Award verliehen und wir freuen uns über Deine Stimme für parfumdreams.de!
Bei der Umfrage hast Du die Möglichkeit, parfumdreams.de zu bewerten und somit an der Verlosung eines iPads und eines iPad mini teilzunehmen!

Wir bedanken uns schon jetzt und wünschen Dir viel Glück beim Gewinnen!

Zur Umfrage kommst Du über diesen Link: http://bit.ly/1d6u3vR"
"147","Parfumdreams.de ist Service-Champion 2013! Wir freuen uns riesig!!!

Zu lesen in der aktuellen Sonderbeilage in ""Die Welt"", welche gestern erschienen ist oder auch online, leider nur kostenpflichtig. 

http://www.welt.de/print/die_welt/article121166144/182-verschiedene-Branchen-im-Kundenurteil.html

(""Die Welt"" 24.10.13, Branche Parfümerien - online )"
"148",NA
"149","Schwarzer Vanille - Passend zum Flakon - Der neue Duft von Roberto Cavalli"
"150",NA
"151",NA
"152","Dass unsere Frauen nicht leer ausgehen. Hier noch ein Tipp unserer Agentur. Für alle die es modern und blumig lieben...

http://www.parfumdreams.de/Armani/Giorgio-aArmani-Parfums/Si"
"153","Ein wirklich genialer Duft. Frisch, dezent und maskulin perfekt kombiniert! 
Weitere Infos: http://www.parfumdreams.de/Bottega-Veneta/Herrenduefte/Pour-Homme"
"154",NA
"155",NA
"156",NA
"157",NA
"158","Wie wär's mit 3 Sekunden ? Teilen erlaubt :-)"
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164","Achtung: Nur was für Siegertypen! Der neue Herrenduft von Paco Rabanne. Seit heute im Handel und auf Parfumdreams!"
"165","Die 100 Gewinner stehen fest und wurden per Email benachrichtigt!
Also schaut in Euer Postfach, ob ihr zu den Glücklichen gehört!
Wir wünschen allen Gewinnern viel Freude mit ihrem Duft!

Euer Parfumdreams.de Team"
"166","Liebe Fans,

wir würden uns riesig freuen wenn ihr uns eure Stimme bei den Webshop Awards 2013 gebt. Ganz einfach und schnell unter: http://www.webshopawards.de/stimmen?&C1=13&Qpunch=147

Nebenbei gibt es noch die Chance ein IPad 3 oder ein IPad mini zu gewinnen. 

Jetzt schon ein GROßES Dankeschön an alle die für uns abstimmen.

Liebe Grüße
Euer Parfumdreams Team"
"167",NA
"168",NA
"169",NA
"170",NA
"171",NA
"172",NA
"173","„Wir packen unseren Koffer und nehmen mit: Ein…“  Was darf bei euch im Sommerurlaub nicht im Kosmetikkoffer fehlen ?"
"174","Gewinne mit PARFUMDREAMS Düfte im Gesamtwert von über 5000€!"
"175",NA
"176","Ein weiteres Gewinnspiel? 100 Düfte? Im Verkaufswert von über 8000 Euro ? Sollen wir nochmal ein solches Gewinnspiel starten?"
"177",NA
"178","Die Gewinner stehen fest!

Die 100 Glücklichen sind ausgelost und werden in den nächsten 3 Tagen per Email benachrichtigt!

Also schaut die nächsten Tage in euer Postfach, ob ihr dabei seid!

Herzlichen Glückwunsch an alle Gewinner! 

Euer Parfumdreams Team"
"179",NA
"180",NA
"181",NA
"182",NA
"183","Lass dich überraschen..."
"184","Die Gewinner stehen fest!
über die 10 DALLAS Staffeln dürfen sich freuen:

- Isabelle Neuhoff
- Constanze Brenner
- Cornelia Schatz
- Marion Pinger
- Marie Löll
- Dirk Rottler
- Sandro Reinhold
- Sabine Hendriksen
- Birgit Kurz
- Melanie Jarzombek

Herzlichen Glückwunsch und viel Spaß beim Dallas schauen!

Euer Parfumdreams Team"
"185",NA
"186",NA
"187","Nutzt die letzte Chance...

... nur noch heute, eine von zehn Dallas DVD Staffeln gewinnen!
Mitmachen lohnt sich :)"
"188",NA
"189",NA
"190",NA
"191",NA
"192",NA
"193",NA
"194",NA
"195","Pünktlich zum Verkausstart der Dallas DVD Staffel 1 verlosen wir schon einmal 10 Stück... mitmachen lohnt sich :)"
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",NA
"202",NA
"203",NA
"204","Wir wünschen euch frohe Ostern und ein angenehmes und verlängertes Wochenende! Euer Parfumdreams Team"
"205",NA
"206",NA
"207",NA
"208",NA
"209","Unsere Jury hat gewählt! 
Hier seht ihr die weiteren Gewinner unseres Parfumdreams Blogger Make Up Contests: 
http://www.facebook.com/parfumdreams/app_589619921063728
Die Wahl ist uns wirklich nicht leicht gefallen, da ihr alle tolle individuelle Make Up Ideen kreiert habt! <3
Nochmal Danke an alle für die Teilnahme und Glückwünsche an die Gewinnerinnen :)"
"210",NA
"211",NA
"212","Die Fan-Gewinner unseres Blogger-Wettbewerbs stehen fest <3  Herzlichen Glückwunsch!
Hier könnt ihr sehen, wen ihr zu euren Favoriten gewählt habt:
http://www.facebook.com/?ref=logo#!/parfumdreams/app_589619921063728


Danke an alle für die rege Teilnahme, und bald erfahrt ihr, wer die Jury-Gewinner sind und natürlich auch wer von euch sich über das tolle Beautypaket freuen darf :)

Viele Grüße!"
"213",NA
"214",NA
"215","Oder gewinnt der zuckersüße ""Like Candy Look"" unseren Blogger-Contest, der dicht dahinter den 4. Platz belegt?

Noch ist alles offen!

Wir freuen uns auf eure Meinung <3"
"216","Ihr habt nur noch wenige Tage Zeit, um euer Lieblings-Bloggermakeup zu wählen und ein Beautypaket im Wert von 100 Euro zu gewinnen!
Wer wird am 06. März die meisten Stimmen haben? Hier könnt ihr entscheiden:

http://www.facebook.com/parfumdreams/app_589619921063728 

Wird es vielleicht das ""Daily Make Up"", das aktuell auf Platz 3 ist?"
"217",NA
"218",NA
"219","Passend zum Wetter ist dieser winterliche Look aus unserem Bloggerwettbewerb.
Wer ist euer Favorit? 
Hier sind alle Teilnehmer: 
http://www.facebook.com/parfumdreams/app_589619921063728?app_data=page:detail;bild:8;page_no:2;seed:6453#!/parfumdreams/app_589619921063728 
  
Wählt mit und gewinnt ein tolles Beautypaket! 
Viel Glück und einen guten Wochenstart an euch alle :-)"
"220","Jetzt für euren Lieblingsduft abstimmen und auf Duftstars.de einen Mini Cooper gewinnen:  http://www.fragrancefoundation.de/voting/index.php"
"221",NA
"222","Es wird spannend bei unserem Wettbewerb!! Diese Bloggerin  holt mächtig auf beim Rennen auf Platz 1....Wie gefällt euch dieser Look?

Ihr könnt noch bis zum 06. 03. den besten Blogger-Style wählen: 
https://www.facebook.com/parfumdreams/app_589619921063728?app_data=page:galerie
 
Euch allen einen tollen Tag! ☼"
"223",NA
"224",NA
"225","Gewinnt ein Beautypaket im Wert von 100 Euro!
Welcher Make-Up Look gefällt euch am besten? Bekannte Beauty- und Fashion-Blogger zeigen euch ihre persönlichen Make-Up Trends - wählt euren Favoriten!

Hier könnt ihr euch die Bilder anschauen:
https://www.facebook.com/parfumdreams/app_589619921063728?app_data=page:galerie

Wir wünschen euch viel Spaß und Inspiration! Und drücken euch die Daumen für das Gewinnspiel :)
Viele Grüße und euch allen einen schönen Tag."
"226","PARFUMDREAMS.DE gehört zu den Besten. Testsieger.de hat uns nun zum (Doppelsieger)Testsieger gekürt! Wir sind sehr stolz auf unser Team, welches diesen Sieg möglich gemacht hat! Wir freuen uns wirklich riesig! Ihr hoffentlich auch? :-)

Das ganze Testergebnis könnt ihr unter http://www.testsieger.de/testsieger-studien/parfuem-shops-2013/ergebnis.html anschauen."
"227","CHANEL hat Gisele Bündchen als Gesicht für die neue LES BEIGES Makeup-Linie ausgewählt. Modern, unabhängig und positiv, zudem liebt und genießt sie die Natur und verfolgt einen gesunden Lebensstil. Sie ist eins mit sich und repräsentiert somit perfekt die folgenden Werte: natürliche Schönheit, Einfachheit, Freiheit: The Healthy Glow.

http://www.youtube.com/watch?feature=player_embedded&v=ryHF0s0P9qg"
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233","Nehmen wir es zum Anlass und wünschen mit der Neuheit von Davidoff THE GAME unserer Handballnationalmannschafft weiterhin viel Erfolg und gutes Gelingen im Viertelfinale!"
"234",NA
"235",NA
"236","Frisch, floral und mit viel Zärtlichkeit. Narciso Rodriguez - l'eau for her - Jetzt neu und mit den floralsten Akkorden die wir euch geben dürfen..."
"237",NA
"238",NA
"239","In genau einem Monat ist Valentinstag. Hier eine passende Überrauschung mit den besten Empfehlungen."
"240","Das wird ein Kracher : Ab 01.02.2013 lieferbar! Die Spicebomb von Viktor&Rolf!
http://www.parfumdreams.de/Viktor-Rolf/Herrenduefte/Spicebomb/Eau-de-Toilette-Spray/index_40370.aspx"
"241",NA
"242","Das ganze Parfumdreams Team wünscht allen einen super Start in 2013! Euch allen Gesundheit, Glück und Zufriedenheit und viel Energie für die kommenden 365 Tage. Ihr könnt gespannt sein, 2013 wird sich einiges bei uns tun, logischerweise positiv für euch :-)

So wünschen wir euch noch einen erholsamen Neujahrsfeiertag!

Ganz liebe Grüße aus dem Süden,
Euer Parfumdreams Team"
"243",NA
"244","Wir wünschen allen ein wunderschönes und besinnliches Weihnachtsfest. Für das abgelaufene Jahr bedanken wir uns vielmals bei allen Partner, Mitarbeitern und vor allem unseren KUNDEN! Das viele Lob hat uns sehr gefreut, jedoch sind wir auch über die konstruktive Kritik dankbar gewesen, da wir uns so jeden Tag verbessern konnten. Dieses Jahr wird das erfolgreichste Jahr in der Geschichte von ParfumdreamS.de werden, das macht uns sehr stolz und glücklich, dass so viele Menschen uns wahrnehmen und wir unseren Service und die Qualität so unter  Beweis stellen können. DANKE FÜR ALLES! Euer Parfumdreams Team!"
"245",NA
"246","Wie versprochen haben wir bis gerade einen ganzen DHL-Lkw + Anhänger für euch beladen! Nochmals einen schönen 4. Advent und viiiiiielen Dank für euer Vertrauen in uns und parfumdreams.de!"
"247","Unsere Sonntagnachtschicht hat nun für euch die letzten Pakete verpackt und verschickt. Diese werden nachher um 8.00 Uhr von der DHL abgeholt und sollen laut deren Aussage am 24.12.2012 eintreffen. Die letzte Bestellung ging gerade vorhin um 02:57:15 (Sonntag) ein und ist schon versendet. Wir würden mal sagen: Rekordverdächtig!!! In diesem Sinne euch allen einen schönen 4. Advent! LG Euer Parfumdreams Team"
"248",NA
"249",NA
"250",NA
"251","Sichert euch jetzt eine GRATIS CD nach Kauf eines Christina Aguilera Duftes (30 ml oder 50 ml)

zu den Produkte geht's hier:
http://www.parfumdreams.de/Christina-Aguilera/

Alle weiteren Infos auch unter:
https://www.facebook.com/ChristinaAguileraParfums/app_137541772984354

Der Händler eurer Wahl sind natürlich wir;-) 
Die Duftgrößen (30 und 50ml) haben wir aktuell lieferbar!"
"252",NA
"253","Jetzt noch vorbestellen und eines der begehrten Solid Parfums sichern! Lieferung jedoch frühstens 31.12.2012 http://www.parfumdreams.de/Marc-Jacobs/Damenduefte/Dot/Solid-Perfum/index_38858.aspx"
"254",NA
"255","Boss Bottled Sport Geschenkset für nur 33,95 Euro im Angebot! Hier geht's zum Angebot: http://www.parfumdreams.de/Hugo-Boss/Boss-Black-Herrenduefte/Boss-Bottled-Sport/Geschenkset/index_40017.aspx"
"256",NA
"257","SHISEIDO - Jetzt neu und im Vollsortiment! Jetzt einfach mal stöbern --> http://www.parfumdreams.de/Shiseido/"
"258",NA
"259",NA
"260",NA
"261",NA
"262","Jetzt noch schnell einen Adventskalender für die Liebste einkaufen. Nur für kurze Zeit und limitiert. Ab 19,95 Euro!

http://www.parfumdreams.de/Adventskalender/Accessoires/Advent/"
"263",NA
"264",NA
"265",NA
"266","Die Parfümerie in der Hosentasche! Jetzt kostenlos im APP-Store oder im Google-Play Store für dein Smartphone oder Tablet zum Download. Also schnell installieren und über 25000 Produkte und Preise immer aktuell und zu jeder Zeit für dich. Und wenn ihr möchtet, könnt ihr damit auch noch mobile shoppen :-) Viel Spaß!"
"267","La vie est belle --> Das leben ist schön! Das finden wir auch, dieser Duft ist einfach wundervoll! Jetzt neu von Lancome für alle Damen."
"268",NA
"269",NA
"270",NA
"271",NA
"272",NA
"273",NA
"274",NA
"275","Neu, limitiert und zu einem sagenhaftem Preis! 

http://www.parfumdreams.de/Davidoff/Herrenduefte/Hot-Water/Eau-de-Toilette-Spray/index_38974.aspx"
"276",NA
"277","Wer möchte es gerne dezent frisch? Eine sehr gelungene Duftkomposition von Prada. Jetzt bei uns erhältlich!

http://www.parfumdreams.de/Prada/Herrenduefte/Luna-Rossa/Eau-de-Toilette-Spray/index_39068.aspx"
"278","Welcher Duft sollte den bei euch unter dem Weihnachtsbaum stehen? Oder lasst ihr euch einfach von eurem Liebsten überraschen?"
"279",NA
"280",NA
"281",NA
"282","Für alle Leidenschaftlichen Frauen - Dolce Gabbana pour femme! Die Neuheit, gerade eingetroffen! 
Durftet ihr diesen ausprobieren?"
"283","Ein paar interessante Tutorials zu den Produkten von Yves Saint Laurent - Produkte unter http://www.parfumdreams.de/Yves-Saint-Laurent/"
"284","Seit gerade eben online. Ein Megaangebot für alle Männer! Joop Homme Eau de Toilette Spray 200 ml als limitierte Auflage für sagenhafte 42,95 Euro statt UVP 79,00 ! Jetzt zuschlagen solange Vorrat reicht...

http://www.parfumdreams.de/Joop/Herrenduefte/Homme/Eau-de-Toilette-Spray/index_17473.aspx"
"285",NA
"286",NA
"287","Nicht nur ein bezaubernder und aufregender Flakon  Der Duft aus Beeren, Drachenfrucht, u.v.m. ist angenehm frisch und dennoch sinnlich. Der neue Marc Jacobs DOT Duft!
 
http://www.parfumdreams.de/Marc-Jacobs/Damenduefte/Dot/Eau-de-Parfum-Spray/index_38859.aspx"
"288",NA
"289","unsere stärksten Gewinner stehen fest!

Glückwunsch an alle Powerfrauen und Muskelmänner zu ihrem Preis bei Davidoff Champion Energy Gewinnspiel!

1.-4. Preis: je eine Hantelbank + Davidoff Champion Energy 90 ml EdT
5. – 10. Preis: je ein Davidoff Champion Energy 50 ml EdT

1. Preis:     Herr William Dietz
2. Preis:     Frau Melanie Lenzing
3. Preis:     Herr Hans-Juergen Waizenhoefer
4. Preis:     Frau Martina Santa
5. Preis:     Frau Tina Kammholz
6. Preis:     Herr Andreas Stiebing
7. Preis:     Herr Andreas Kohler
8. Preis:     Herr Christian Leifkes
9. Preis:     Frau Romi Wagner
10. Preis:     Herr Andreas Fischer

alle Gewinner werden zudem noch per Email benachrichtigt.

Wir sind gespannt, ob unsere Hauptgewinner in 2 Monaten in körperlicher Topform sind ;-)"
"290","Neu und für die, die etwas ganz ""besonderes"" möchten --> Düfte von Montale Paris 
http://www.parfumdreams.de/Montale/"
"291","NEU --> Zeitloser Hollywoodglanz : GUCCI Première

http://www.parfumdreams.de/Gucci/Damenduefte/Gucci-Premiere/Eau-de-Parfum-Spray/index_39037.aspx"
"292",NA
