"","x"
"39","HAPPY SKIN <3 Wir suchen 100 ProdukttesterInnen, die das Gesichtspflege-Set von GoodSkin Labs testen und reviewen möchten. Unter www.douglas.de/Produkttest-GoodSkin könnt Ihr Euch bis kommenden Sonntag für unseren Pflege-Produkttest bewerben. Ob Ihr dabei seid, erfahrt Ihr bis zum 30.01.2015 per E-Mail. Wir drücken Euch wie immer die Daumen! 

Leider könnt Ihr Euch vorerst nur von Eurem PC oder Laptop oder mobil mit der Deskop-Version von douglas.de für den Produkttest bewerben."
"40",NA
"41","Absolutes Must-have diesen Monat: Verführerische Bordeaux-Farben auf den Nägeln! Die perfekten Mischungen aus Rot und Schwarz gibt's hier: www.douglas.de/Essiebordeaux

Danke liebe Anna-Christin von winzieee für das tolle Bild!"
"42",NA
"43","Beauty & Love gehören einfach zusammen! Finden unsere Lieblings-Bloggerinnen auch. Ihre Beauty-Empfehlungen zum Valentinstag gibt's hier: www.douglas.de/2015valentinblogger

Lieben Dank an Maria von Lipsticklove, Eva von Complexions und Denise von Fasheria!"
"44","Winterblässe? Müder Teint? Das könnt Ihr euch jetzt abschminken! Mit dem richtigen Blush zaubert Ihr im Nu Frische und natürliches Leuchten ins Gesicht: www.douglas.de/Blush"
"45","Trifft Amors Pfeil genau ins Herz? Versucht Euer Glück und macht mit bei unserem ♥ Valentinsgewinnspiel ♥ unter www.douglas.de/Valentin2015. Wir haben wieder zauberhafte Traumpreise für Euch!"
"46",NA
"47",NA
"48","Pure & beautiful! Wir schenken Euch zu jeder Bestellung ab 39 Euro auf www.douglas.de/fangeschenk-narciso eine Narciso Rodriguez Narciso Bodylotion (75 ml). Gebt einfach den Code GGZ234 in Eurem Warenkorb ein.
Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Gültig bis zum 27.1.2015."
"49",NA
"50",NA
"51","Wir haben keine Lust mehr auf Winter-Tristesse! Da kommt der Frühlings-Look von Michael Kors gerade richtig: Clean, natürlich und frisch! Alle Backstage-Impressionen gibt's hier: www.douglas.de/michaelkors"
"52","3 wohltuende Bodysprays im romatischen Vintage-Flakon: Welcher Aroma-Typ bist Du? Rosa? Mint? Oder Gelb?
❤ www.douglas.de/rosa
❤ www.douglas.de/mint
❤ www.douglas.de/gelb"
"53",NA
"54","Spröde Winter-Lippen adé! Die genialen Chubby Sticks pflegen Eure Lippen nicht nur samtweich, sondern zaubern gleichzeitig tolle Farbeffekte!
www.douglas.de/ChubbySticks"
"55",NA
"56","Unsere Beauty-Vorsätze für 2015: Häufiger detoxen! Immer abschminken! Mehr schlafen! Und was habt Ihr euch vorgenommen in Sachen Schönheit?"
"57",NA
"58","So hell, so elegant! Boss Jour Lumineuse: Die wunderbar leichte Variante des Klassikers Jour Pour Femme. Neu & nur bei uns: www.douglas.de/Lumineuse"
"59",NA
"60",NA
"61",NA
"62","Feiern, Feten, Partys ... Nach all den schönen Sausen zwischen den Jahren legen wir erst einmal ein gemütliches Pflege-Wochenende ein. Und Ihr? www.douglas.de/Pflege"
"63",NA
"64",NA
"65","2015 wird wunderschön. Bleibt Euch treu und immer gesund! 
Wir begrüßen Euch ganz herzlich im neuen Jahr <3"
"66","★ Feiert schön ins neue Jahr, Ihr Lieben! ★

Wir wünschen Euch einen großartigen Start in 2015 und danken Euch für ein wunderschönes Jahr!"
"67","Rote Lippen soll man küssen! <3 Welchen Rotton tragt Ihr am Silvester-Abend? www.douglas.de/Rote-Lippen"
"68",NA
"69","Noch keine Idee für's Silvester-Styling? Wir setzen auf Glitter Rollers! Und Ihr? www.douglas.de/Glitter-Rollers"
"70",NA
"71",NA
"72",NA
"73",NA
"74","Knusperknusperknäuschen ... Wir lieben das Douglas-Häuschen! Ihr auch?
Lieben Dank an Margret Howe für die süße Inspiration <3"
"75","Wir wünschen Euch traumhaft schöne Feiertage! ... und hoffen, Ihr durftet gestern reichlich Geschenke auspacken ;-)"
"76","FRÖHLICHE WEIHNACHTEN, IHR LIEBEN!

Wir wünschen Euch zauberhafte freie Tage im Kreise Eurer Liebsten."
"77","So pretty! Die schönsten Lidschattenpaletten des Jahres hat unsere Beauty-Bloggerin Vicky für uns verglichen www.douglas.de/PrettyEyes

❆❆❆Was betont Ihr beim Xmas-Styling? Augen oder Lippen?❆❆❆"
"78",NA
"79","Xmas-Stress? Für alle Last-Minute-Shopper: Bis zum 23.12. um 12 Uhr bieten wir Euch Expresslieferung für nur 3,95 Euro an. Alle Bestellungen, die bis dahin bei uns eingehen, liefern wir rechtzeitig bis Heiligabend.
www.douglas.de/Express"
"80",NA
"81",NA
"82","Wir wünschen Euch allen einen zauberhaften 4. Advent. Genießt den Tag und lasst Euch von hübschen Duft-Gewinnen überraschen: www.douglas.de/4Advent"
"83","Ihr liebt dramatische Cat Eyes? Am liebsten in tiefschwarz, genau wie Stil-Ikone Alexa Chung? Dann haben wir das perfekte Geschenk für Euch: Den Eye Do Liquid Eyeliner (0,8 ml) der Londoner Kult-Marke Eyeko gibt's NUR HEUTE zu jeder Bestellung ab 49,- €. Gebt einfach den Code EYE im Warenkorb ein. www.douglas.de/eye

Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit nach Eingabe des Codes im Warenkorb angezeigt."
"84",NA
"85","Geschenke, Geschenke, Geschenke! An diesem Vor-Weihnachts-Wochenende wird bei uns fleißig eingepackt! Bei Euch auch? ★★★"
"86","Juhuuuu ... Endlich wieder bei uns im Shop: eos Lipbalm!
www.douglas.de/lipbalm-eos

Matthias Schweighöfer ;-)"
"87","Rote Nägel & ein Hauch von Glitzer! Wir <3 die Weihnachtsmaniküre, Ihr auch? Hier mehr dazu: www.douglas.de/Weihnachtsmanikuere

Pssst! Zu jeder Bestellung auf www.douglas.de/Shiseido-Pflege ab 49 Euro erhaltet Ihr eine Shiseido-Überraschungs-Pflege (7 ml). Nur ein Geschenk pro Kunde. Nur solange der Vorrat reicht. Das Geschenk wird bei Verfügbarkeit im Warenkorb angezeigt."
"88","Wir suchen den MAN OF TODAY! 
Ihr haltet Euren Liebsten für den perfekten Mann? Dann schnell noch bis Sonntag bewerben unter www.douglas.de/Man-of-Today. Der Gewinner erhält ein Foto-Shooting im Rahmen der BOSS Bottled Kampagne mit Star-Fotograf Bryan Adams in London. #ManofToday
PS. Ihr seid noch auf der Suche nach dem richtigen Geschenk für Euren Schatz? Heute erhaltet Ihr 10 Euro Rabatt auf Euren Herrenduft-Einkauf ab einem Gesamtwert von 60 Euro."
"89",NA
"90","Merry Christmas, Ihr Lieben! 
In Bochum, Nürnberg, Augsburg und Hamburg überraschen wir Euch mit unserem interaktiven Douglas-Weihnachts-Schaufenster. Was Euch erwartet? Eure Silhouette im Sternenregen und kleine Päckchen mit tollen Geschenk-Inhalten..."
"91","NUR HEUTE bekommt Ihr 10 Beauty-Proben geschenkt! Zu jeder Bestellung ab 59 Euro unter www.douglas.de/10proben. Gebt einfach den Code 10PROBEN im Warenkorb ein.

Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit nach Eingabe des Codes im Warenkorb angezeigt."
"92",NA
"93","Noch Platz im Beautycase? Bei uns schon, und zwar für die neuen Beauty-Produkte von By Terry. Must-have-Faktor ist extrem hoch! www.douglas.de/byterry
❉❉❉Psst, Xmas-Shopping ohne Risiko: Bestellungen, die bis zum 23.12.2014 bei douglas.de eingehen, können bis zum 31.01.2015 zurückgeschickt werden."
"94",NA
"95","Wir wünschen Euch einen zauberhaften 3. Advent und überraschen Euch wieder mit traumhaften Gewinnen: www.douglas.de/3Advent ★"
"96","It's Christmas time!
Wir schenken Euch zu jeder Bestellung ab 39 Euro auf www.douglas.de/fangeschenk-primer einen Smashbox Photo Finish Primer (7 ml). Gebt einfach den Code SCC123 in Eurem Warenkorb ein. 
Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Gültig bis zum 28.12.2014."
"97","★ Noch bis Sonntag ... ★ 
Wir suchen 100 ProdukttesterInnen, die den Duft STELLA (100 ml) von Stella McCartney testen und reviewen möchten. Unter www.douglas.de/Produkttest-Stella könnt Ihr Euch noch bis Sonntag für unseren Xmas-Produkttest bewerben. Ob Ihr dabei seid, erfahrt Ihr bis zum 19.12. per E-Mail. Wir drücken Euch die Daumen! 

Leider könnt Ihr Euch vorerst nur von Eurem PC oder Laptop oder mobil mit der Deskop-Version von douglas.de für den Produkttest bewerben."
"98","Proooost! Wir wünschen Euch ein wundervolles Wochenende mit Glühwein, Plätzchen & Co. :-)"
"99",NA
"100",NA
"101","Victoria Beckham x Nails Inc. Die Nagellack-Kollektion der Designerin ist neu bei uns und sieht cooool aus, oder? www.douglas.de/victoriabeckham"
"102","Unser Motto der Woche: La vie est belle! <3 Und Eures? 

Die zauberhafte Duftminiatur von Lancôme erhaltet Ihr zu jeder Bestellung ab 49 Euro unter www.douglas.de/LAVIE. Gebt einfach den Code LAVIE in Euren Warenkorb ein. 

Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit nach Eingabe des Codes im Warenkorb angezeigt."
"103",NA
"104","Wir lieben DIVA RED! Ihr auch? www.douglas.de/Diva-Red

PS. Nur noch heute erhaltet Ihr gratis 4 statt 2 Proben zu jeder Bestellung."
"105",NA
"106","Wundervoller Duft + traumhaftes Schmuckstück = JuwelKerze. Wie das funktioniert? Einfach Kerze abbrennen, Ambiente genießen und auf die Überraschung warten, die sich im Inneren verbirgt - Schmuck aus echtem Silber im Wert von bis zu 250 Euro! Die inneren Werte zählen, oder? ;-) www.douglas.de/JuwelKerze"
"107",NA
"108","Es weihnachtet! ✩ ✩ ✩ Wir freuen uns auf's romantische Fest, Ihr auch?"
"109","Kim, Vivien, Mia oder Andrea? 
Vier unserer Lieblingsbloggerinnen haben Ihr persönliches Silvester-Make-up für Euch entworfen. Und Ihr könnt entscheiden, welcher Look Euer Favorit ist. Stimmt ab unter www.douglas.de/NewYearStyle und gewinnt eine Urban Decay Naked on the Run Palette ♡ ♡ ♡ #NewYearStyle"
"110","★ Xmas-Produkttest mit STELLA ★ 
Wir suchen 100 ProdukttesterInnen, die das Eau de Parfum  STELLA (100 ml) von Stella McCartney testen und reviewen möchten. Unter www.douglas.de/Produkttest-Stella könnt Ihr euch bis kommenden Sonntag, den 14.12., für unseren Xmas-Produkttest bewerben. Ob Ihr dabei seid, erfahrt Ihr bis zum 19.12. per E-Mail. Wir drücken Euch die Daumen! 

Leider könnt Ihr Euch vorerst nur von Eurem PC oder Laptop oder mobil mit der Deskop-Version von douglas.de für den Produkttest bewerben."
"111",NA
"112","Einen wunderschönen 2. Advent, liebe Beauties. Gewinnt zur Feier des Tages traumhafte Sets von Folie de Noirs – dem Xmas-Look von Givenchy! www.douglas.de/2-Advent"
"113","<3 Einen schönen Nikolaus Euch allen <3"
"114",NA
"115","Zum Nikolaus erhaltet Ihr unter www.douglas.de/nikolaus 11% Rabatt auf alles! Wir wünschen Euch schönes Nikolaus-Shopping!

Gültig nur am 06.12.2014. Gültig für das gesamte Sortiment außer Bücher, Gutscheine, Gutscheinkarten und Box-of-Beauty-Abonnements. Nicht mit anderen Rabatten kombinierbar."
"116","Wer hat den richtigen Schlüssel und knackt den Douglas Beauty Tresor? In all unseren Parfümerien könnt Ihr bis Sonntag Euer Glück versuchen und zauberhafte Beauty-Überraschungen gewinnen. Hat's schon jemand probiert?"
"117","★ FÜR EUCH ★ 
Zu jeder Bestellung ab 39 Euro unter www.douglas.de/mascara erhaltet Ihr eine Douglas Absolute Mascara (3,5 ml) geschenkt. Gebt einfach den Code MASCARA in Eurem Warenkorb ein. 

* Gültig nur am 05.12. Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit nach Eingabe des Codes im Warenkorb angezeigt."
"118",NA
"119",NA
"120","Guten Morgen Ihr Lieben, 
DHL veranstaltet heute bundesweit Betriebsversammlungen, weshalb es sein kann, dass am Wochenende vereinzelt keine Pakete ausgeliefert werden. Sollte es Euch treffen, wendet Euch am besten direkt an DHL. Den Sendungsstatus Eures Päckchens findet Ihr in der Sendungsverfolgung, die Ihr unserer Versandbestätigung entnehmen könnt. Es grüßt Euch herzlich 
Euer Douglas-Facebook-Team"
"121","Make-up-Artists, Film-Profis, Models und wir mitten drin! Hier könnt Ihr einen Blick hinter die Kulissen unseres Weihnachtsdrehs erhaschen. Seid Ihr auch schon im Weihnachtsfeeling?"
"122","Schmökern, Schlemmen, Shoppen - für einen gemütlichen Nachmittag! Nur bis Mitternacht erhaltet Ihr ab einem Bestellwert von 29 Euro die brandaktuelle Gala zu Eurer Bestellung auf www.douglas.de/Gala geschenkt. Gebt einfach den Code GALA in Eurem Warenkorb ein!
Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit im Warenkorb angezeigt."
"123",NA
"124","Unser Lieblingsduft der Woche: Escada Joyful! Hübsch, oder?
www.douglas.de/escada-joyful
Pssst! Zu jeder Bestellung des blumigen Duftes gibt's übrigens eine goldene Überraschung für Euch."
"125","Lieben Dank für Eure zahlreichen Fotos zu unserer #beautifulhugs Aktion. Die glücklichen Gewinner sind...

Winterreise nach Österreich für 2 Personen: shesonlyme_ 
2x2 Wochenend-Tickets für das MS Dockville Festival: 
cheesbeth und Edith Böder
8 Beautypakete: Anna Milke, itsme.alexandra.xo, nina_hoen, petitebupbe, Jessica Boden, Vanessa Frischholz, Max Schmid und emmi386.

Herzlichen Glückwunsch an alle Gewinner!"
"126",NA
"127","Geschenkt!  
Wir schenken Euch zu jeder Bestellung ab 39 Euro auf www.douglas.de/fangeschenk-boss ein Boss Bottled Duschgel (50 ml) für Euren Liebsten :-* Gebt einfach den Code BTU145 in Eurem Warenkorb ein. 
Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Gültig bis zum 16.12.2014."
"128","Es weihnachtet! Zur Feier des 1. Dezembers schenken wir Euch eine zauberhafte Feder-Kette im Ethno-Style. www.douglas.de/Pilgrim-Kette
* Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit im Warenkorb angezeigt."
"129",NA
"130","Wir wünschen Euch einen wunderschönen 1. Advent und versüßen Euch die Vorweihnachtszeit mit traumhaften Gewinnen: www.douglas.de/1-Advent"
"131","Der Countdown läuft! 
Nur noch bis Sonntag könnt Ihr am Fotocontest #beautifulhugs teilnehmen. Teilt mit uns unter www.douglas.de/app-beautifulhugs Eure Lieblings-Umarmung und gewinnt eine traumhafte Winterreise, Festival-Tickets oder Beauty-Pakete. 
Falls Ihr lieber auf Instagram teilnehmen möchtet, teilt Euer Foto öffentlich mit dem Hashtag #beautifulhugs und markiert uns mit unserem Nutzernamen Parfümerie Douglas. 
Also – knipsen und umarmen, was das Zeug hält! www.douglas.de/teilnahmebedingungen"
"132",NA
"133","Weihnachtsdeko ist Kitsch? Wir stehen dazu und am Wochenende wird dekoriert ;-) Und bei Euch? www.douglas.de/Weihnachtsdeko"
"134","An alle Shopaholics! Nur heute im #BlackFriday Sale: bis zu 50 % Rabatt auf Eure Lieblingsartikel <3 www.douglas.de/blackfridaysale"
"135",NA
"136",NA
"137","Unser Lieblings-Nagellack der Woche ist von Nails Inc. und heißt CASHMERE ♡ Genau das Richtige für das ungemütliche Wetter, oder? www.douglas.de/Cashmere"
"138",NA
"139",NA
"140","Happy Thanksgiving! Die limitierte Mini-Kollektion von ANNY macht uns glücklich. Euch auch? www.douglas.de/ANNY-Thanksgiving"
"141","Wir haben 10 Beauty-Adventskalender für Euch gesichert! Wie Ihr einen gewinnen könnt? Einfach zum kostenlosen Douglas-Newsletter anmelden unter www.douglas.de/Kalender und den Aktionscode KALENDER14 angeben. Wir drücken Euch die Daumen und wünschen Euch eine schöne Vorweihnachtszeit!"
"142",NA
"143","Wir verschönern Euch den Montag! Mit einer Überraschungs-Duftminiatur zu jeder Bestellung ab 49 Euro auf www.douglas.de/DuftMini. 

Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Das Geschenk wird bei Verfügbarkeit im Warenkorb angezeigt."
"144",NA
"145","Endspurt für den NYX-Produkttest!  
50 ProdukttesterInnen können das 5-teilige NYX Make-up-Set ausprobieren. Unter www.douglas.de/produkttest-nyx könnt Ihr Euch heute (23.11.) noch bewerben. Ob Ihr dabei seid, erfahrt Ihr bis zum 28.11. per E-Mail. Wir drücken Euch die Daumen! 

Leider könnt Ihr Euch vorerst nur von Eurem PC oder Laptop oder mobil mit der Deskop-Version von douglas.de für den Produkttest bewerben. Wir arbeiten für Euch daran!"
"146",NA
"147","❆ Mit NARCISO fühlen wir uns verzaubert in ein weißes WINTERMÄRCHEN. Ihr auch? ❆ www.douglas.de/NARCISO"
"148",NA
"149","★ MERRY XMAS ★
In unseren Parfümerien könnt Ihr Euch alle Beauty-Produkte als Geschenk verpacken lassen - sucht Euch einfach Eure Lieblingsfarbe aus. Gegen eine kleine Spende, die an DKMS LIFE geht, bekommt Ihr sogar ein personalisiertes Geschenkband. Was darauf steht, entscheidet Ihr. Happy Shopping! www.douglas.de/DKMS-LIFE"
"150",NA
"151","Packt Eure Wunschtüte zu Weihnachten mit 5 Beauty-Highlights, die die Vorweihnachtszeit verschönern! Wer von Euch mag gewinnen?
www.douglas.de/Weihnachtsgewinnspiel"
"152","Heiße Farben, coole Effekte und aus der Trend-Metropole London: Unser Nagellack-Neuzugang NAILS INC. Endlich! Alexa Chung trägt sexy Rot. Schön oder? www.douglas.de/Nails-Inc"
"153",NA
"154","My Burberry. Mein Duft-Liebling. Und Deiner? 
www.douglas.de/my-burberry"
"155","Hand auf's Herz! Was wolltet Ihr schon immer zum Thema Haar- und Make-up-Styling wissen? 
Wir laden Euch herzlich zum Douglas-Chat mit unseren Expertinnen von Smashbox und Bumble and bumble ein. Heute, am Dienstag, den 18.11.2014, zwischen 18.00 bis 20.00 Uhr könnt Ihr unter www.douglas.de/Douglas-Chat Eure Fragen stellen und Euch mit den Profis austauschen. Wir freuen uns auf Euch!"
"156","Wir suchen DICH! 
50 ProdukttesterInnen können das 5-teilige NYX-Make-up-Set ausprobieren.  Unter www.douglas.de/produkttest-nyx könnt Ihr Euch bis kommenden Sonntag, den 23.11.2014 zum Produkttest bewerben. Ob Ihr dabei seid, erfahrt Ihr bis zum 28.11. per E-Mail. Wir drücken Euch die Daumen! 

Leider könnt Ihr Euch vorerst nur von Eurem PC oder Laptop oder mobil mit der Deskop-Version von douglas.de für den Produkttest bewerben."
"157","Happy Shipping! Happy Shopping!
Innerhalb Deutschlands sind alle Bestellungen auf www.douglas.de/happy-shipping ab einem Wert von 10 Euro versandkostenfrei - gültig vom 17.11. bis zum 18.11. um 9 Uhr. Danach sind alle Bestellungen wie gewohnt wieder ab 25 Euro versandkostenfrei. 
Wir wünschen Euch einen guten Start in die Woche!"
"158",NA
"159","Love is in the air ♡ Teilt mit uns in der Vorweihnachtszeit unter www.douglas.de/app-beautifulhugs Eure Lieblings-Umarmung und gewinnt eine traumhafte Winterreise, Festival-Tickets oder Beauty-Pakete.  
Falls Ihr lieber auf Instagram teilnehmen möchtet, teilt Euer Foto öffentlich mit dem Hashtag #beautifulhugs und markiert uns mit unserem Nutzernamen Parfümerie Douglas. Wir freuen uns über Eure Bilder! www.douglas.de/teilnahmebedingungen"
"160",NA
"161","Unser Lieblings-Herbst-Look ☂ ☼ Perfekt für's Wochenende, oder? Wir wünschen Euch schöne freie Tage! www.douglas.de/eyeshadow-palette

(Make-up-Artist: Angelika von leidenschaft-makeup.de)"
"162","Diese Pralinchen in unserer Lieblingsfarbe Mint sind garantiert kalorienfrei und pflegen Eure Lippen ;-) Habt Ihr sie schon probiert? 
Exklusiv und neu bei uns - auch in Rot, Rosa und Hellblau: www.douglas.de/EOS"
"163",NA
"164",NA
"165","Steht hellen und dunklen Typen und passt ideal zum Herbst! Im Trend: Smaragdgrün. Eure Farbe? www.douglas.de/Smaragdgruen"
"166","Die limitierte Kollektion von Givenchy ★ Folie de Noirs ★ So schön und mystisch wie die Nacht. Gefällt Euch der Xmas-Look? www.douglas.de/Givenchy"
"167","Jeden Tag ein Türchen öffnen bis Heiligabend ... ♡ Schon schön, oder?
 
Die zwei edlen Adventskalender sind übrigens reduziert: 
www.douglas.de/alessandro-kalender
www.douglas.de/douglas-kalender"
"168",NA
"169","Die neuen Winterdüfte sind da und Ihr könnt sogar welche gewinnen ♡ www.douglas.de/winter-duefte.

Übrigens, wer bis zum 23.12.2014 bei uns shoppt, kann bis zum 31.01.2015 problemlos bei uns umtauschen oder retournieren. Praktisch, oder?"
"170",NA
"171","WONDERful Monday! 
Wir schenken Euch zu jeder Bestellung ab 39 Euro auf www.douglas.de/fangeschenk-nyx einen NYX WONDER Pencil Light. Den wunderbaren Allrounder kann Frau immer gebrauchen :-) Gebt einfach den Code NYX235 in Eurem Warenkorb ein. 
Nur solange der Vorrat reicht. Nur ein Geschenk pro Kunde. Gültig bis zum 23.11.2014."
"172",NA
"173","Brrrrr...ist das kalt!!! Mit diesen Beauty-Tools könnt Ihr Euch ein gemütliches Wellness-Wochenende daheim machen. www.douglas.de/professional-beauty"
"174",NA
"175","Wir ♡ die limitierte Smashbox On the Rocks Lidschattenpalette! Gefällt Sie Euch? 
 
Ab heute nur bei uns. www.douglas.de/OnTheRocks"
"176",NA
"177","Good morning, Beauties! Heute schon was vor?

Unsere Douglas Parfümerie in der Flinger Straße in Düsseldorf wird heute wieder eröffnet - als New Concept Store, mit einem Counter der Trendmarke Urban Decay und einer Benefit Brow Bar. 

Für die ersten 30 Urban-Decay-Fans vor Ort gibt es eine angesagte Naked Basic Lidschattenpalette geschenkt. Ein Besuch lohnt sich! Also, fleißig teilen und schnell da sein. Happy Shopping!"
"178","♡ FÜR EUCH ♡ www.douglas.de/elf-prozent

Nur am 06.11.2014. Auf das gesamte Sortiment, außer auf Box of Beauty Abonnements, Gutscheine und Gutscheinkarten sowie Bücher. Der Rabatt ist nicht kombinierbar und wird im Warenkorb angezeigt. Nur ein Rabatt pro Kunde."
"179","Frisch und strahlend durch den Herbst? Ja, das geht! 

Highlighter + Rouge + Bronzer = Contouring. Schon ausprobiert? 

www.douglas.de/Contouring-Modellieren"
"180",NA
"181","Unser Look der Woche ist NAKED! Gefällt Euch das Make-up?

www.douglas.de/Naked3

(Make-up-Artist: Angelika von leidenschaft-makeup.de)"
"182",NA
