"","x"
"236","@saylor70 Mehr als 20 Mio. Festnetz Anschlüsse in Dtld. Wir bauen weiter aus. Daher regelmäßig bei http://t.co/Cr6govGDur vorbei gucken. ^lr"
"237","@TheBestOf1975 immer mal wieder vorbei gucken, wir halten die Karte ständig aktuell. Oder ist http://t.co/q9w2opSevG eine Alternative? ^lr"
"238","Den Prototypen der Gillette Box vernetzt von der #Telekom auf der #cebit15 #IoT ^lr https://t.co/OPfXcFFCFi"
"239","Jetzt live bei der @cebit auf der Bühne der #Telekom @MarioGoetze und @pizarrinha vom @FCBayern im Interview. ^lr http://t.co/qB77jPKouo"
"240","@HRGajek Dann wünschen wir jetzt eine gute Heimfahrt und bis zum nächsten Mal. ^lr"
"241","@AndreasVoetz Hier übernimmt @Telekom_hilft doch gerne und meldet sich zur Tarifberatung. ^lr"
"242","@youngelton In Halle 4  C 26. Nach den Magenta Regenschirmen ausschau halten. Es lohnt sich. ^lr"
"243","@thbrownie Danke und noch eine schöne Zeit auf unserem Stand und der CeBIT. ^lr"
"244","Vom Training des @FCBayern direkt zur #Telekom auf der #cebit15 @MarioGoetze @pizarrinha. Ab 16 Uhr in Halle 4. ^lr http://t.co/CcvT84jtot"
"245","@TheHatzel Unter http://t.co/q9w2opSevG geguckt, ob es vor Ort passt? ^lr"
"246","@TheBestOf1975 Wer dabei ist, kann unter http://t.co/Cr6govGDur geprüft werden. ^lr"
"247","@SPollex Auch in den ländlichen Gebieten bauen wir aus. Auf http://t.co/Cr6govGDur gibt es den aktuellen Ausbaustatus. ^lr"
"248","@rico_richter Unter http://t.co/Cr6govGDur gibt es den Ausbaustatus der immer aktuelle gehalten wird. ^lr"
"249","@hannesdoeren Bereits unter http://t.co/Cr6govGDur den aktuellen Ausbaustatus nachgesehen? ^lr"
"250","@CaelisPvP @Lutri_ Unter http://t.co/Cr6govGDur gibt es den aktuellen Ausbaustatus. Immer mal wieder vorbei gucken lohnt sich. ^lr"
"251","@DireFog Was ist genau passiert? Hier sollteb die Kollegen von @Telekom_hilft mal gucken und melden sich. ^lr"
"252","@Al_Grundy Wie schon gesagt, wir werden weiter ausbauen, daher immer mal wieder nachgucken. ^lr"
"253","@Kiwein Wenn @Telekom_hilft bei der Beratung helfen soll, nur einen kurzes Zeichen geben und die Kollegen melden sich. ^lr"
"254","@Al_Grundy Wir bauen ständig weiter aus, daher immer wieder auf http://t.co/Cr6govGDur den Ausbaustatus prüfen. ^lr"
"255","@lutzvogt Ich nehme es gerne mit und werde es anmerken. ^lr"
"256","@DerSevenlive Bereits unter http://t.co/Cr6govGDur den Ausbaustatus vor Ort geprüft? ^lr"
"257","@100tageoffline Der Vertragspartner ist zuständig, dass der Anschluss funktioniert - wie lang der Leitungsweg ist, spielt keine Rolle. ^lr"
"258","@estugo Wollte trotzdem noch mal nachfragen. Gut das jetzt alles läuft und noch einen schönen Tag. ^lr"
"259","@MaxKersten1 wie ich sehe, ist unser Kundenservice @Telekom_hilft schon dran. ^lr"
"260","@YeDavy Ich hoffe nicht. Alles wieder ok? Sonst kann @Telekom_hilft noch mal gucken. ^lr"
"261","@simon_gose Das klingt gut. Viel Spaß. ^lr"
"262","@langenfeldBVB @19Micha09 Wenn ein Wechsel in Frage kommt, kann @Telekom_hilft gerne beraten. ^lr"
"263","@JannickPlayZ Natürlich antworten wir :) ^lr"
"264","@borchma Wenn noch Hilfe beim Wechsel benötigt wird ist @Telekom_hilft gerne zur Stelle. ^lr"
"265","@estugo Sonst noch mal bei @Telekom_hilft melden. Die Kollegen helfen dann gerne. ^lr"
"266","@fitnessfutzi So soll es laufen. Viel Spaß mit dem Anschluss. ^lr"
"267","@GGTVYT Unter http://t.co/Cr6govYelZ ist erkennbar, das vor Ort gerade ausgebaut wird. Sonst kann @telekom_hilft vielleicht mehr sagen. ^lr"
"268","@Maurice00_ Schon unter http://t.co/Cr6govGDur nachgesehen, ob ein Ausbau geplant ist? ^lr"
"269","@100tageoffline Wie schon erwähnt, hier kann nur der Vertragspartner helfen. ^lr"
"270","Schnelles Internet für weitere 600.000 Haushalte. Was passiert in den grauen Kästen – den Multifunktionsgehäusen? ^lr http://t.co/Wx33GUyfo2"
"271","@DerSchulze Mehr zum Thema Data Analytics haben wir hier http://t.co/TPs7XsTr7g"
"272","@Zingtoh Wir werden keine Kundendaten verkaufen! Weitere Informationen zu dem Thema gibt es hier http://t.co/TPs7XsBQfI ^lr"
"273","@wonder75 Freut uns zu hören und geben wir gerne an das Team vom Kundenservice @telekom_hilft weiter. ^lr"
"274","@GibmireinC Am besten die Kollegen direkt am Stand ansprechen. Sind alle nett und war sicher nicht despektierlich gemeint. ^lr"
"275","@matspi131 Das hoffe ich doch! Wenn @Telekom_hilft unterstützen kann, kurz melden. ^lr"
"276","@caZiLP3 Eine Störung oder Dauerhaft? Hier kann auch @Telekom_hilft helfen. ^lr"
"277","@iwedaan Unser Team von @Telekom_hilft hat den Durchblick und hilft auch gerne weiter bei der Tarifberatung. ^lr"
"278","@rolfkraemer Das ist wirklich ärgerlich. Funktioniert alles wieder oder soll @Telekom_hilft noch nachsehen? ^lr"
"279","@Fifaheld Die CeBIT noch nicht aber die Pressekonferenz ist schon ein bisschen länger vorbei. ^lr"
"280","@jochengfuchs Um so schöner, wenn man es jetzt weiß und endlich nutzen kann. ^lr"
"281","@AlbertRiveraARA our recruiting team @telekomkarriere can help you. ^lr"
"282","@razze Ein vernetzter Kumpan Elektro-Roller http://t.co/gtlB5pmBvm ^lr"
"283","#MagentaEINS Business-Angebot individuell zusammenstellbar und den #Telekom Cloud Angeboten profitieren. 3 Pakete: S, M und L. #cebit15 ^lr"
"284","Neuer Baustein unserer #MagentaEINS-Welt: MagentaEINS für Geschäftskunden. Grundsatz: Einfacher, Besser, Integrierter. #CeBIT15 #Telekom ^lr"
"285","Von rund 22 Mrd. € Umsatz der #Telekom Deutschland entfallen (2014) rund 25 Prozent, also rund 5,7 Mrd. €, auf Geschäftskunden. #CeBIT15 ^lr"
"286","""Integrierte IP-Netze ein wichtiger Baustein unserer Strategie. Bereits mehr als 5,2 Mio. Anschlüsse umgestellt."" van Damme #Telekom ^lr"
"287","#Telekom Dtld Chef van Damme und M. Hagspihl jetzt auf der #CeBIT15 zu den #MagentaEINS Business Angeboten. ^lr http://t.co/WDNdmLztTR"
"288","#Telekom-Chef Höttges zeigt @sigmargabriel u. Chinas Vizepremier Ma Kai das Wirtschaftswunder4.0 auf der #cebit15 ^lr http://t.co/i7tdOxTlkR"
"289","Weiter Informationen zum ""Hotspot Plug'n'Play-Paket"" der #Telekom gibt es hier: http://t.co/Kg85NWkJ97 #CeBIT2015 ^lr"
"290","@PeetvanMa @pseudonym1x1 Weitere Informationen finden sich auch noch hier http://t.co/Kg85NWkJ97 ^lr"
"291","@UteLomberg Wenn Interesse besteht, hier gibt es die Infos http://t.co/Kg85NWkJ97 ^lr"
"292","Die #Telekom in Halle 4 auf der @cebit – Hier gibt es alle Informationen rund um die Messe http://t.co/x5dECUuSO5 #CeBIT15 ^lr"
"293","@publictorsten Hier gibt es weitere Informationen http://t.co/Kg85NWkJ97 ^lr"
"294","Es sind anonymisierte, aggregierte Daten - Es lässt keine Rückschlüsse zu. ""Wir verkaufen keine Kundendaten"" betont Clemens. #cebit15 ^lr"
"295","Freies WLAN ohne Haftungsrisiko – das Hotspot Plug’n’Play-Paket der Telekom in Zusammenarbeit mit @Cisco #cebit15 ^lr"
"296","#Telekom schließt Partnerschaft mit 4 Sicherheitsanbietern - neue kostenlose Cloud-basierte Schutzpaket. http://t.co/6HLfYO9wmj #cebit15 ^lr"
"297","@airjump Ja, beim live twittern durchgegangen. ^lr"
"298","@lelei nein natürlich nicht, gemeint ist #cebit15."
"299","#Telekom steigt ein in die Echtzeit-Analyse von Massendaten mit grünem Licht der Bundesdatenschutz-Beauftragten. #cebit14 #bigdata ^lr"
"300","Wir starten die ""Cloud der Dinge"" und machen es für Kunden einfach die Digitalisierungsstrategien voranzubringen. #cebit15 #telekom ^lr"
"301","""Industrie 4.0 braucht eine Sprache. Dtld Industrie muss mit einer Stimme sprechen."" Clemens #CeBIT15 #Telekom ^lr http://t.co/0esxUzSkUU"
"302","""Die „Big Five“ der Digitalisierung: Standards, Plattformen, Datenanalyse, Sicherheit und Konnektivität."" Clemens #cebit15 #telekom ^lr"
"303","#Telekom-PK mit #TSystems-Chef Reinhard Clemens jetzt im Livestream http://t.co/26EnYziBxI #cebit15 ^lr http://t.co/8tmv5lUdSf"
"304","In 30 min geht's los - #Telekom PK auf der #cebit15 in Halle 4. Hier geht's zum Livestream http://t.co/26EnYziBxI ^lr http://t.co/qJ6NsmlYE7"
"305","@GadgetInspektor Auf jeden Fall. Dann bis morgen! ^lr"
"306","Morgen ab 11 Uhr #Telekom Pressekonferenz auf der #cebit15 live verfolgen http://t.co/26EnYziBxI ^lr http://t.co/3fz0zg03H3"
"307","#ZahlDerWoche 600.000 weitere Haushalte bekommen ab sofort schnelleres Internet durch Vectoring. #Telekom ^lr http://t.co/IF9GcXIVqM"
"308","@_holger Dann warten wir zusammen mal ab, was die Zukunft bringt. ^lr"
"309","@plainpixel Das Produkt ist für Geschäftskunden und direkt nach der CeBIT bei ihrem Ansprechpartner von der Telekom buchbar. ^lr"
"310","@Konni Leider zu kurzfristig. Das nächste Mal ein wenig früher melden und wir gucken dann noch mal. Viel Spaß morgen bei der Tour. ^lr"
"311","@_holger Das geht in einigen Fällen schon. Die eSIM macht es deutlich einfacher und vernetzt noch mehr Geräte. ^lr"
"312","@_holger Es geht im ersten Schritt um die einfache Vernetzung der einzelnen Geräte. Zum Beispiel dem Smartphone mit der Kamera. ^lr"
"313","@tmkilla Dann noch eine schöne Zugfahrt. ^lr"
"314","@switchCTRL hier kann @Telekom_hilft nachsehen. Die Kollegen melden sich. ^lr"
"315","@Railiak Wir werden weiterhin ausbauen. Natürlich müssen wir auch gucken, wo es wirtschaftlich ist o. arbeiten mit Kommunen zusammen. ^lr"
"316","@Schobbot Bei dem passenden Tarif kann @Telekom_hilft weiter helfen, wenn gewünscht. ^lr"
"317","@estugo Wie ich lesen konnte, sind Sie wieder online. Sollte noch etwas sein, hilft gerne @Telekom_hilft weiter. ^lr"
"318","@webharvey Dann noch ein wenig Geduld und immer mal wieder vorbei gucken. ^lr"
"319","@ensvne Soll @Telekom_hilft mal gucken, ob es auch noch schneller geht? ^lr"
"320","@MarcelSchreib3r Vielleicht kann @Telekom_hilft unterstützen. Die Kollegen melden sich. ^lr"
"321","Blog.#Telekom: Einladung zur #tlounge am 26.3 zum Thema „Mediabubble – Wahrheit im Netz?“ http://t.co/IyBpVLaHkV ^lr http://t.co/oW1I5oSUlE"
"322","@Sulphur_42 Auch wir bauen weiter Glasfaser aus. Zum Beispiel haben wir heute erst das Breitbandnetz in Solingen in betrieb genommen. ^lr"
"323","@Philly_Blaze Kommt immer darauf an, was man teilen möchte. Die meisten sind damit sehr zufrieden. ^lr"
"324","@ReschkeLisa Da hilft direkt @Telekom_hilft und meldet sich. ^lr"
"325","@cheesespix Auch da bauen wir weiter aus. Also immer mal wieder den Ausbaustatus prüfen. ^lr"
"326","@SFReichinger Da gebe ich Ihnen recht und tut mir von dieser Seite aus leid. ^lr"
"327","@miezekater Das stimmt, zu Beginn wird Deutschland nicht dabei sein. Trotzdem bauen wir weiter aus, zum Beispiel heute erst. ^lr"
"328","@Fabinho1911 So stark dann nicht. Wenn trotzdem eine Beratung gewünscht ist, kann @Telekom_hilft gerne einsteigen. ^lr"
"329","@Clesue1 Die Statements entsprechen anscheint nicht den Regeln im T-Online Forum und behält sich vor einzelne Beiträge zu löschen. ^lr"
"330","#Telekom-Chef Tim Höttges und OB Norbert Feith starten das neue Breitbandnetz in Solingen. ^lr http://t.co/dyN7eDmqL9"
"331","@Atommoehre Dann jetzt schon mal Viel Spaß damit. ^lr"
"332","@webharvey Auch kein Hybrid möglich http://t.co/q9w2opSevG ? Wir bauen ständig aus, dementsprechend aktualisieren wir auch die Karte. ^lr"
"333","@air_dal Bereits das Endgerät einmal neu gestartet? Sonst kann @Telekom_hilft auch noch mal nachsehen. ^lr"
"334","@Royal_Poison_ Was ist denn genau los? Klingt, als ob @Telekom_hilft hier unterstützen kann und meldet sich. ^lr"
"335","@sputniksz We will not comment on this purely local affair. But please see the statement by Makedonski Telekom: http://t.co/rYyBWqwUtF ^lr"
"336","@andreoppitz Immer mal wieder vorbei gucken, wir bauen ständig aus und aktualisieren die Karte. ^lr"
"337","@Jascha85 @_holger Es geht um die direkte Integration von SIM Karten. Weitere Informationen zur eSIM gibts hier http://t.co/OYHyvRus5p ^lr"
"338","@wagener_bjoern Und wir freuen uns auf Dich! ^lr"
"339","@MrSandoron Dann haben wir noch mal Glück gehabt! ^lr"
"340","@andreoppitz Bei http://t.co/Cr6govGDur gibt es die aktuelle Ausbaukarte. Oder ist vielleicht Hybrid möglich http://t.co/q9w2opSevG ? ^lr"
"341","@onanonly Was ist genau los? Soll @Telekom_hilft mal ran, um zu überzeugen, das wir doch nicht so schlimm sind? ^lr"
"342","@Utesgui Auch auf dem Land werden wir weiter Ausbauen. Hier gibt es immer unseren aktuellen Ausbaustatus http://t.co/Cr6govGDur ^lr"
"343","@ChordaUrbanus Bereits nachgesehen, ob vor Ort etwas geplant ist? Hier gibt es den aktuellen Ausbaustatus http://t.co/Cr6govGDur ^lr"
"344","@WestHam_Okie Our customer service @telekom_hilft can look after this and get in contact with you. ^lr"
"345","#Telekom stellt auf der @cebit die Digitalisierung 4.0 in den Mittelpunkt. Infos: http://t.co/STHQCAVxL0 #cebit15 ^mk http://t.co/W8p4N2gGyz"
"346","@MrSandoron Da kann @Telekom_hilft doch bestimmt helfen und meldet sich. ^lr"
"347","@webharvey Bereits unter http://t.co/Cr6govGDur nachgesehen, ob ein Ausbau geplant ist? ^lr"
"348","@Schobbot Hier gibt es weitere Infos zum HTC http://t.co/jQK504Rj47 ^lr"
"349","@Philly_Blaze Das stimmt - Upload bis zu 40 Mbit/s ^lr"
"350","@JannickPlayZ Das sieht doch gut aus. Viel Spaß damit! ^lr"
"351","@janvespermann18 Aktuell können wir dazu noch nichts sagen. Hier gibt es mehr allgemeine Infos http://t.co/g2dVpPIHvI ^lr"
"352","@Railiak Hier schon geguckt http://t.co/Cr6govGDur ob ein Ausbau geplant ist? ^lr"
"353","@estugo So soll es nicht sein. @Telekom_hilft springt hier gerne ein und meldet sich. ^lr"
"354","@kkeinert Gute Frage - da es noch DM sind weiß ich es nicht. Mal bei http://t.co/1Hvhlx3mcM[a]telekom.de nachfragen, die wissen mehr. ^lr"
"355","@robert_darobby Alles wieder in Ordnung, oder soll @Telekom_hilft noch mal nachsehen? ^lr"
"356","@AmurUssuri Was ist denn passiert? Kann @Telekom_hilft noch etwas an der Meinung ändern und helfen? ^lr"
"357","@passe1992 Hat alles funktioniert? Für Fragen steht sonst auch @Telekom_hilft bereit. ^lr"
"358","@JulianBinder94 Zum Beispiel ob vor Ort Hybrid eine alternative ist http://t.co/q9w2opSevG ? ^lr"
"359","@cheesespix Immer mal wieder auf die Ausbaukarte gucken lohnt sich. Und vielleicht ist Hybrid eine alternative http://t.co/q9w2opSevG ^lr"
"360","@Sulphur_42 Auch die letzten Jahre haben wir bereits in die Infrastruktur investiert. ^lr"
"361","@Redaerswen tut mir Leid. Sonst noch mal @Telekom_hilft schreiben, wenn dem Ganzen nachgegangen werden soll. ^lr"
"362","@ABuschmeier Dann liegt es daran. Wünsche einen schönen Tag. ^lr"
"363","@kylebragger Unser Kundenservice @Telekom_hilft guckt mal was los ist und meldet sich. ^lr"
"364","@hyperpac Gerne auch hier auf die Kollegen von @Telekom_hilft zugehen. Das Team hilft auch kompetent weiter. ^lr"
"365","Wir haben uns die neuen #GalaxyS6 Modelle genauer angeschaut. #Telekom ^lr https://t.co/Y2CdahM58f"
"366","@RoccatGamer2014 Schon mit @TelekomKarriere gesprochen? Die Kollegen helfen hier gerne weiter. ^lr"
"367","@Sulphur_42 Wir bauen auch weiterhin aus und investieren dieses Jahr rund 4 Mrd. € in unsere Netze. ^lr"
"368","@jeangervers Wir werden auch weiterhin ausbauen und investieren allein 2015 rund 4 Mrd. € in den Netzausbau. ^lr"
"369","@P0T3WD Steht alles wieder? Sonst kann @Telekom_hilft noch mal gucken. ^lr"
"370","@MichaelUlrich78 Von hier kann ich leider nichts machen. Sollte noch etwas sein hilft @telekom_hilft weiter. ^lr"
"371","@Firegoden @KrokoCrafter Kann hier @Telekom_hilft noch unterstützen? ^lr"
"372","@iPhilPlays Worum geht es denn? Können wir oder @Telekom_hilft noch helfen? ^lr"
"373","@Redaerswen Konnte es bereits geklärt werden, oder soll @Telekom_hilft noch mal vorbei gucken? ^lr"
"374","@neugeekig Wir bauen weiterhin die LTE Versorgung an den Strecken aus, um eine leistungsstarke Versorgung in den Zügen zu ermöglichen. ^lr"
"375","@HugsToCimorelli Ich hoffe jetzt ist alles wieder in Ordnung, oder soll @Telekom_hilft noch mal ran?"
"376","@HanfLars Danke für das positive Feedback. ^lr"
"377","@schirisonicht Ich hoffe es konnte sich bereits alles klären. Ansonsten muss @Telekom_hilft noch mal ran. ^lr"
"378","@liebergott Es sind Auszubildende der Telekom, die sich dafür bewerben können im Stadion dabei zu sein. ^lr"
"379","@JulianBinder94 Das Angebot steht noch, das sich @telekom_hilft das mal ansieht. ^lr"
"380","@Schnuffelrudel Da sollte @Telekom_hilft mal einen Blick drauf werfen und meldet sich. ^lr"
"381","@cheesespix Schon die Ausbaukarte gesehen http://t.co/Cr6govGDur ? Wir werden dieses Jahr 4 Mrd. € ins Netz investieren. ^lr"
"382","@MartinKalus Aktuell ist es noch nicht geplant. ^lr"
"383","@janvespermann18 Bei Nachfragen steht @Telekom_hilft hier gerne zur Verfügung. ^lr"
"384","@switch2mac Wir arbeiten intensiv an einer leistungsstarken Versorgung der Züge und bauen die LTE Versorgung an der Strecke weiter aus. ^lr"
"385","@CaptainRies Wir können auch mal positiv überraschen. ^lr"
"386","@KiPos_info Es muss ein hybrid fähiger Router sein. ^lr"
"387","@dl7auq @Telekom_hilft guckt mal, was da los ist. ^lr"
"388","@rkobylinski When you need help, our customer service @Telekom_hilft can help you. ^lr"
"389","@sylverello Hier kann nur Ihr Provider helfen. Uns sind hier die Hände gebunden. ^lr"
"390","@trstnschndr @iDennyCrane Das sollte sich @Telekom_hilft noch mal ansehen und meldet sich. ^lr"
"391","@localheinz Da freuen wir uns doch. Und wenn noch Beratung benötigt wird, hilft hier @Telekom_hilft weiter. ^lr"
"392","@techdiddi Dann kann ich hier nur sagen, immer mal wieder nachsehen. Wir investieren alleine dieses Jahr 4 Mrd. € in den Netzausbau. ^lr"
"393","@ralfbeyeler Hier gibt es noch einmal die gesamte Rede http://t.co/cdNiAVlz6V Vielleicht wird dann der Zusammenhang klarer. ^lr"
"394","@techdiddi Immer mal wieder vorbei gucken. Oder ist vielleicht http://t.co/q9w2opSevG eine alternative? ^lr"
"395","@GenerationSofie Unser Team von @telekom_hilft guckt sich das mal an und meldet sich. ^lr"
"396","@jeangervers Sehr gerne. ^lr"
"397","@Marcmail Bereits bei http://t.co/Cr6govGDur nachgesehen, ob etwas geplant ist? Sonst hier schon mal geguckt http://t.co/q9w2opSevG ? ^lr"
"398","@jeangervers Wie bereits richtig beantwortet - 40 Mbit/s im Upstream."
"399","@Gordonski_7BC Auf http://t.co/Cr6govGDur gibt es den aktuellen Ausbaustatus. Oder ist Hybrid eine alternative http://t.co/q9w2opSevG ? ^lr"
"400","@techdiddi Bereits bei http://t.co/Cr6govGDur nachgesehen, ob etwas geplant ist? Wir bauen dieses Jahr auch weiterhin aus, versprochen! ^lr"
"401","@DaScientific Für Geschäftskunden hier bereits buchbar http://t.co/F7LQ6iRcF0 Sonst kann @Telekom_hilft vielleicht weiter helfen. ^lr"
"402","@Siphonarius2630 Allein dieses Jahr investieren wir wieder 4 Mrd. € in unsere Netze. ^lr"
"403","@GunterHeinrich Was ist passiert? Können wir zusammen mit @Telekom_hilft helfen? ^lr"
"404","@Howahkan Hier gibt es den Überblick unserer Beteiligungen http://t.co/oD3VCd78Fn ^lr"
"405","@Sascha_Foerster Konnte @Telekom_hilft die Beziehung kitten oder sollen die Kollegen noch mal ran? ^lr"
"406","@Siphonarius2630 Wir werden auch weiterhin ausbauen - einfach immer mal wieder bei der Ausbaukarte vorbei gucken. ^lr"
"407","@ABuschmeier Gibt es im Telekom Online Manager. ^lr"
"408","Blog.#Telekom: Samsungs neue Super-Handys #GalaxyS6 #handson http://t.co/L6HfKFiTOv ^mk http://t.co/jNBSb6kkYP"
"409","@Timbouctinho @Shushmula @razvigor This is a local issue. Please contact @TMobileMK ^lr"
"410","@djoghurt Soll sich @Telekom_hilft das noch mal ansehen? ^lr"
"411","@Kabbutschino das ist schon mal gut. Wenn wir noch mal mit @Telekom_hilft unterstützen können, kurz Bescheid geben. ^lr"
"412","@xGl00MY schon mal geguckt ob Hybrid verfügbar ist http://t.co/r9QSMUgw79 ? Hier hilft @Telekom_hilft auch gerne weiter. ^lr"
"413","@netzverweigerer gerne hilft hier auch @Telekom_hilft weiter. Die Kollegen melden sich. ^lr"
"414","@Geniestreich das sollte sich @Telekom_hilft schnell mal ansehen und helfen, damit die Anrufe richtig ankommen. ^lr"
"415","@JonasTheClasher Bereits bei http://t.co/Cr6govGDur geguckt, ob bald ausgebaut wird? Sonst kann @Telekom_hilft auch noch mal nachsehen. ^lr"
"416","@ckoch Ist gerade das Thema - darunter fällt z. B. das Internet der Dinge. Auf der Cebit gibt es dann noch mehr. ^lr"
"417","@HegiDev tut mir Leid. Ab und zu sind uns und unseren Kollegen die Hände gebunden. ^lr"
"418","@ukelangstrumpf @Telekom_hilft kann hier noch mal nachsehen und meldet sich. ^lr"
"419","@Geekess92 Our customer service @Telekom_hilft can help you and will contact you. ^lr"
"420","@HegiDev konnte @Telekom_hilft hier auch nicht weiterhelfen? ^lr"
"421","@kaymar_de Dann kann ich nur sagen - weiterhin viel Freude mit unseren Produkten. ^lr"
"422","@DannyPhantom84 Das ist doch Super. Dann steht den neuen Folgen von Walking Dead 2 jetzt nichts mehr im Weg. ^lr"
"423","@FlyeTaubeRF Hier kann @Telekom_hilft mal gucken, ob sie unterstützen können. ^lr"
"424","@kridreim Verkaufsstart ist der 10.4 - am besten direkt am 23.3 hier http://t.co/NOlazn5keX reservieren. ^lr"
"425","@Klischeepunk Das hören wir doch immer gerne! Wenn Beratung gewünscht ist hilft @Telekom_hilft hier weiter. ^lr"
"426","@Laser_Ulm bei der Telekom gibt es keinen Routerzwang. Die Geräte können frei gewählt werden. ^mk"
"427","Jetzt im @4010_Shop mit @telekomerleben live das #GalaxyS6 Event verfolgen und wenn Ihr Fragen habt - #S6FragtUns http://t.co/gKzWki2ICB ^lr"
"428","@rolfkraemer Konnte bereits geholfen werden? Sonst steht hier das Team von @Telekom_hilft bereit. ^lr"
"429","@TanjaLaninger Danke für den Hinweis. Wir haben es weiter gegeben. ^lr"
"430","@Kabbutschino Kann @Telekom_hilft helfen die Verwirrung zu lösen?"
"431","@DerChC hier geht es um die Verantwortung für die Sicherheit der Kommunikation, die der Nutzer trägt, nicht der Anbieter. ^lr"
"432","@musiaufgabe Das sollte sich @telekom_hilft mal ansehen und meldet sich. ^lr"
"433","@sylverello Konnte @Telekom_hilft noch nicht helfen? Die Kollegen melden sich noch mal. ^lr"
"434","@DannyPhantom84 Bereits mit @Telekom_hilft in Kontakt? Ansonsten melden sich die Kollegen umgehend. ^lr"
"435","@JadaLeilaniJ_ Whats up? Can we help with our customer service @telekom_hilft ? ^lr"
"436","@DerChC Wurde Missverständlich wieder gegeben. Bei der End2End Verschlüsselung kann der Provider keine Virenprüfung mehr vornehmen. ^lr"
"437","@Kabbutschino Bereits bei http://t.co/Cr6govGDur nachgesehen, ob ein Ausbau geplant ist? Sonst kann @Telekom_hilft noch mal gucken. ^lr"
"438","@NordeHD Wir bauen auch auf dem Land aus. Bereits auf http://t.co/Cr6govGDur nachgeschaut, ob der Ausbau vor Ort geplant ist? ^lr"
"439","@Maximilian_Kahl Wenn gewünscht, kann @Telekom_hilft noch mal nachsehen. ^lr"
"440","@aiwyofficial Wenn noch Hilfe benötigt wird, ist @Telekom_hilft zur stelle. ^lr"
"441","@mattes490 Im persönlichen Kundencenter kann man Nummern sperren lassen http://t.co/BJjqmP4nC8 und @Telekom_hilft kann helfen. ^lr"
"442","@speckmnn Ich möchte Sie nicht hin und her schicken, hier kann @Telekom_hilft aber helfen und meldet sich umgehend. ^lr"
"443","#ZahlDerWoche: 26 Millionen Haushalte können jetzt MagentaZuhause #hybrid nutzen. ^lr http://t.co/kqyEpH9i8Q"
"444","@Siphonarius2630 Was sagt denn http://t.co/Cr6govGDur ? Sonst kann @Telekom_hilft auch mal gucken. ^lr"
"445","@ThorstenClaus Das ist ein Fall für @Telekom_hilft. Die Kollegen melden sich. ^lr"
"446","Blog.#Telekom: Im #video vorgestellt - das #HTCOneM9 http://t.co/jQK504Rj47 ^mk http://t.co/WewQ9LaSsr"
"447","@PresseBackstage Hat sich alles geklärt? Ansonst kann hier @Telekom_hilft auch helfen. ^lr"
"448","Die @ARTEde +7 Mediathek jetzt bei @T_Entertain verfügbar. Die #Telekom erweitert damit das vielfältige Angebot ihres TV-Angebots. ^lr"
"449","""Wir brauchen keine Subventionen für das Silicon Valley aus EU. Wir brauchen einheitliche Regeln für OTT's und uns."" Höttges #DialogBMF ^lr"
"450","""Ich wünsche mir ein gemeinsames Zielbild für ein digitales Europa."" #Telekom-Chef Höttges beim #DialogBMF ^lr http://t.co/pCyUKOEv39"
"451","""Wir brauchen offene statt geschlossene Plattformen auf denen Produktion und Kommunikation, Interaktion stattfindet"" Höttges #DialogBMF ^lr"
"452","Jetzt geht es los beim #DialogBMF „Wachstumstreiber Digitalisierung“ mit #Telekom Chef Höttges und @GOettingerEU http://t.co/iaQglQVvY4 ^lr"
"453","@bitterlemmer Hier hilft auch @Telekom_hilft gerne kompetent weiter. Die Kollegen melden sich. ^lr"
"454","@kurtcobainsgun Hallo zurück! Klingt nach einer guten Kombi. ^lr"
"455","@Klaus_Schulze Hier kann @Telekom_hilft noch mal gucken, wie es im Ballungsraum aussieht und ob jetzt schon mehr möglich ist. ^lr"
"456","@blaenschert Ich hoffe es ist jetzt alles zur Zufriedenheit. Sollte es noch Fragen geben hilft @telekom_hilft weiter. ^lr"
"457","#Telekom-Chef Tim Höttges mit @GOettingerEU beim #DialogBMF. Ab 18 Uhr im Livestream http://t.co/iaQglQVvY4 ^lr via @BMF_Bund"
"458","@Klaus_Schulze unter http://t.co/Cr6govGDur ist der Ausbaustatus hinterlegt und wird regelmäßig aktualisiert. ^mk"
"459","Blog.#Telekom: Faktencheck #Vectoring-Ausbau http://t.co/ayCzI4wMpI #Breitband ^mk http://t.co/DBKFSLxWwQ"
"460","@MobileSnowflake Das sollte sich @Telekom_hilft doch noch mal ansehen und unterstützen, damit es ein gutes Ende nimmt. ^lr"
"461","@fynntorres Das klingt gut! Viel Spaß dabei. ^lr"
"462","@_genervt So sollte es natürlich nicht sein. @Telekom_hilft kümmert sich darum und meldet sich. ^lr"
"463","Neue Leitfäden zum Thema #Datenschutz und #BigData für Kunden http://t.co/jsTgV4WQ4C und Unternehmen http://t.co/czBj3CXdGf #Telekom ^lr"
"464","„Modernes Management muss Unterschiedlichkeit managen.“ C. #Nemat, #Telekom Vorstand EU &amp; Technik http://t.co/zevYY5V4DW #Weltfrauentag ^lr"
"465","#Telekom und @Microsoft kooperieren EU-weit im Bereich Vertrieb u. Marketing für @LumiaDe und Onlinedienste http://t.co/XlfAYxEeD6 #MWC15^lr"
